,count,mean,std,min,25%,50%,75%,max,range
left_iris_rel_face_x,5400.0,-0.04646687182452946,0.0026788636702098664,-0.053461045026779175,-0.04848703294992443,-0.046512630581855785,-0.044340918958187134,-0.04087338447570804,0.012587660551071134
left_iris_rel_face_y,5400.0,-0.0638412198038013,0.0026596433141219743,-0.06934746503829958,-0.06580601185560227,-0.06407987773418422,-0.06196101903915402,-0.05525984168052678,0.014087623357772805
right_iris_rel_face_x,5400.0,0.051223171900819854,0.0031204900417611554,0.04375965595245357,0.04870181232690812,0.05105234682559967,0.05355971753597255,0.05904532074928287,0.015285664796829301
right_iris_rel_face_y,5400.0,-0.06033988963122721,0.0024833485446310397,-0.06565768718719478,-0.06221959143877026,-0.06000877916812897,-0.05872273147106169,-0.05283607244491573,0.012821614742279053
