frame_id,path_id,leftdx,leftdy,rightdx,rightdy,face_center_x,face_center_y,face_width,face_height,face_yaw,face_pitch,face_roll,dot_x,dot_y,dot_vx,dot_vy,current_timestamp,elapsed_time,collide_x,collide_y,is_colliding,experiment_name,fixed_speed,radius,valid_face_detected
11,pong_constant_velocity,0.4518393576145172,0.5090147852897644,0.5527936220169067,0.5132147669792175,0.5008097887039185,0.5767716050148011,0.23275020718574524,0.37426966428756714,0.00032171114219171524,0.03751232441442011,0.040458539339837514,0.5078125,0.76875,4,3.0,1781103058239,0.40424513816833496,0,0,0,HeadStill1,4,10,1
12,pong_constant_velocity,0.45194268226623535,0.5090044140815735,0.5528192520141602,0.513176679611206,0.5007700324058533,0.5766524910926819,0.23279184103012085,0.3741610646247864,0.00014786464252986546,0.037299870758203145,0.04015222480939349,0.5140625,0.775,4,3.0,1781103058270,0.4377317428588867,0,0,0,HeadStill1,4,10,1
13,pong_constant_velocity,0.4519777297973633,0.5090379118919373,0.5528932809829712,0.5131771564483643,0.5006836533546448,0.5765234887599945,0.23279345035552979,0.37401995062828064,-0.0005988796674335945,0.036699801522339356,0.040027630664034836,0.5203125,0.78125,4,3.0,1781103058302,0.46992015838623047,0,0,0,HeadStill1,4,10,1
14,pong_constant_velocity,0.45200157165527344,0.5090650916099548,0.5529168844223022,0.5131776928901672,0.5006101131439209,0.576427835226059,0.23278075456619263,0.3741215765476227,-0.001132658697044333,0.03641158194365415,0.03991158182075347,0.5265625,0.7875,4,3.0,1781103058332,0.49784421920776367,0,0,0,HeadStill1,4,10,1
15,pong_constant_velocity,0.45200204849243164,0.5091773867607117,0.5529236793518066,0.513181746006012,0.50047088265419,0.5763535082340241,0.23277202248573303,0.37396082282066345,-0.0024130875575328853,0.036454409663722064,0.03941673556370671,0.5328125,0.79375,4,3.0,1781103058365,0.5283584594726562,0,0,0,HeadStill1,4,10,1
16,pong_constant_velocity,0.4520006775856018,0.509334146976471,0.5528959035873413,0.5132039785385132,0.5003480672836303,0.5763121485710144,0.2326919138431549,0.37381744384765625,-0.002976685628364805,0.03634055401351103,0.03886955227333426,0.5390625,0.8,4,3.0,1781103058398,0.5613598823547363,0,0,0,HeadStill1,4,10,1
17,pong_constant_velocity,0.4517603814601898,0.5096438527107239,0.5528219938278198,0.5133032202720642,0.5000492691993713,0.5763496100902558,0.23255842924118042,0.3734680712223053,-0.003946373910950736,0.035587773188368615,0.0372817345317687,0.5453125,0.80625,4,3.0,1781103058462,0.6253817081451416,0,0,0,HeadStill1,4,10,1
18,pong_constant_velocity,0.45171794295310974,0.509810209274292,0.5527957677841187,0.5133957266807556,0.4998382031917572,0.5763928592205048,0.23251751065254211,0.3733333647251129,-0.004905349184496833,0.03542643008627213,0.03661873250711843,0.5515625,0.8125,4,3.0,1781103058491,0.6549794673919678,0,0,0,HeadStill1,4,10,1
19,pong_constant_velocity,0.4517166018486023,0.5100303292274475,0.5527402758598328,0.5136343836784363,0.49964568614959715,0.5764832079410553,0.23230871558189392,0.37319543957710266,-0.005178007352674225,0.03566807409561184,0.036823469613328684,0.5578125,0.81875,4,3.0,1781103058542,0.7055230140686035,0,0,0,HeadStill1,4,10,1
20,pong_constant_velocity,0.45169657468795776,0.5100751519203186,0.552722156047821,0.5137064456939697,0.49959365129470823,0.5765116155147553,0.23226022720336914,0.37311920523643494,-0.005340571974090764,0.035643651900912496,0.03705204695481041,0.5640625,0.825,4,3.0,1781103058561,0.725623369216919,0,0,0,HeadStill1,4,10,1
21,pong_constant_velocity,0.45169201493263245,0.5101237297058105,0.5527211427688599,0.5137568712234497,0.4995468854904175,0.5765322148799896,0.23220595717430115,0.3730211555957794,-0.0053195524016500465,0.035573046582542595,0.03703363456605304,0.5703125,0.83125,4,3.0,1781103058576,0.7402524948120117,0,0,0,HeadStill1,4,10,1
22,pong_constant_velocity,0.45165377855300903,0.5102553963661194,0.5526972413063049,0.5138722062110901,0.499442458152771,0.5765663027763367,0.2322145700454712,0.3729201555252075,-0.005284510900394618,0.035572731477766864,0.03674736570922611,0.5765625,0.8375,4,3.0,1781103058605,0.7705376148223877,0,0,0,HeadStill1,4,10,1
23,pong_constant_velocity,0.45159491896629333,0.5104168653488159,0.5526682138442993,0.5139361619949341,0.49928481578826905,0.57666095495224,0.23209062218666077,0.372628390789032,-0.005943948054289416,0.03533785468739778,0.03571672722378569,0.5828125,0.84375,4,3.0,1781103058639,0.8019988536834717,0,0,0,HeadStill1,4,10,1
24,pong_constant_velocity,0.4515960216522217,0.5106046199798584,0.5526611804962158,0.514040470123291,0.4991478383541107,0.5767168998718262,0.23202532529830933,0.372389554977417,-0.00579412079772109,0.03510338270648531,0.034988015876465405,0.5890625,0.85,4,3.0,1781103058670,0.8342423439025879,0,0,0,HeadStill1,4,10,1
25,pong_constant_velocity,0.4515957832336426,0.5107455253601074,0.5526027679443359,0.5141037106513977,0.4989917755126953,0.5767671763896942,0.2320619821548462,0.3722340166568756,-0.006285326225151887,0.03493138286071506,0.034281893421412885,0.5953125,0.85625,4,3.0,1781103058704,0.8706948757171631,0,0,0,HeadStill1,4,10,1
26,pong_constant_velocity,0.45158129930496216,0.5108965039253235,0.5525416731834412,0.5141561627388,0.49883773922920227,0.5768290400505066,0.23194736242294312,0.372112512588501,-0.006932154264074064,0.03478609363557206,0.033402099310153914,0.6015625,0.8625,4,3.0,1781103058733,0.9033830165863037,0,0,0,HeadStill1,4,10,1
27,pong_constant_velocity,0.4515666961669922,0.511013925075531,0.552513062953949,0.5141937732696533,0.49873449802398684,0.576854008436203,0.2318621575832367,0.3718733489513397,-0.007244920085506394,0.03477396496024723,0.032766012388788374,0.6078125,0.86875,4,3.0,1781103058764,0.9281558990478516,0,0,0,HeadStill1,4,10,1
28,pong_constant_velocity,0.45152416825294495,0.5111318230628967,0.5525112748146057,0.5142239928245544,0.49865083694458007,0.5769481837749482,0.23177310824394226,0.37169817090034485,-0.007559777112426812,0.03455823592474768,0.0318991308927068,0.6140625,0.875,4,3.0,1781103058799,0.9679996967315674,0,0,0,HeadStill1,4,10,1
29,pong_constant_velocity,0.4515232443809509,0.5112528800964355,0.552526593208313,0.5142887830734253,0.4985770046710968,0.5769548654556275,0.23172634840011597,0.37147021293640137,-0.007265178100394498,0.034558704131229946,0.03134209645611557,0.6203125,0.88125,4,3.0,1781103058862,1.027134656906128,0,0,0,HeadStill1,4,10,1
30,pong_constant_velocity,0.45152372121810913,0.5112929344177246,0.5525264143943787,0.5143064856529236,0.4985147535800934,0.5769607901573182,0.23161250352859497,0.3714258670806885,-0.0072238422178318926,0.03464531447685402,0.03113273662218888,0.6265625,0.8875,4,3.0,1781103058892,1.055929183959961,0,0,0,HeadStill1,4,10,1
31,pong_constant_velocity,0.451526015996933,0.5113402605056763,0.5526890754699707,0.5143986344337463,0.4985010981559753,0.5769607126712799,0.23162755370140076,0.3713339865207672,-0.00703931778813301,0.034595981139818044,0.031234057663824134,0.6328125,0.89375,4,3.0,1781103058940,1.1036880016326904,0,0,0,HeadStill1,4,10,1
32,pong_constant_velocity,0.45153823494911194,0.5113740563392639,0.5527650713920593,0.5144310593605042,0.49849514961242675,0.5769687831401825,0.23163887858390808,0.37124350666999817,-0.006949041307242923,0.034543884035028075,0.031168236769597863,0.6390625,0.9,4,3.0,1781103058966,1.1294670104980469,0,0,0,HeadStill1,4,10,1
33,pong_constant_velocity,0.45153388381004333,0.5113869905471802,0.5527735948562622,0.5144492387771606,0.498493617773056,0.5769708514213562,0.23161524534225464,0.37122833728790283,-0.006839543071428994,0.034560187586160834,0.03115679840813192,0.6453125,0.90625,4,3.0,1781103058981,1.1450507640838623,0,0,0,HeadStill1,4,10,1
34,pong_constant_velocity,0.4515320658683777,0.5114176869392395,0.5528032183647156,0.5145069360733032,0.4984899342060089,0.576984703540802,0.23161661624908447,0.3712537884712219,-0.006757925227786124,0.034601568087878426,0.031234082736231454,0.6515625,0.9125,4,3.0,1781103059006,1.1709628105163574,0,0,0,HeadStill1,4,10,1
35,pong_constant_velocity,0.4515383839607239,0.511458158493042,0.552980363368988,0.5146132707595825,0.49849872589111327,0.5770110785961151,0.2316262125968933,0.3710801303386688,-0.006675942597650103,0.03442553329216522,0.03160264780186344,0.6578125,0.91875,4,3.0,1781103059036,1.200639009475708,0,0,0,HeadStill1,4,10,1
36,pong_constant_velocity,0.45157521963119507,0.5115097761154175,0.5533419847488403,0.5146901607513428,0.49855334162712095,0.5770341217517853,0.2316412329673767,0.3710145652294159,-0.006087546107539443,0.034529133357586596,0.031532593092891414,0.6640625,0.925,4,3.0,1781103059072,1.2352650165557861,0,0,0,HeadStill1,4,10,1
37,pong_constant_velocity,0.45166048407554626,0.5115421414375305,0.5536142587661743,0.5147784352302551,0.498590761423111,0.577055424451828,0.2316523790359497,0.370931476354599,-0.0059871626833727775,0.03444254340312998,0.03177440515864148,0.6703125,0.93125,4,3.0,1781103059101,1.270251989364624,0,0,0,HeadStill1,4,10,1
38,pong_constant_velocity,0.45178478956222534,0.5115753412246704,0.5540147423744202,0.514884352684021,0.49863815903663633,0.5770622432231903,0.23168319463729858,0.3708989918231964,-0.005894135810171291,0.034460103629440984,0.03205612042921674,0.6765625,0.9375,4,3.0,1781103059136,1.3127739429473877,0,0,0,HeadStill1,4,10,1
39,pong_constant_velocity,0.4518706202507019,0.5116404294967651,0.5544268488883972,0.5150216221809387,0.4987182915210724,0.5770996510982513,0.23177164793014526,0.3707221448421478,-0.005558208689609804,0.03433851277528421,0.03240314493331555,0.6828125,0.94375,4,3.0,1781103059167,1.3341701030731201,0,0,0,HeadStill1,4,10,1
40,pong_constant_velocity,0.45191940665245056,0.5117685794830322,0.5546585321426392,0.5151258707046509,0.49876086711883544,0.5771650314331055,0.23179754614830017,0.3704591989517212,-0.0055036523659861645,0.034137191699030484,0.032139284363979025,0.6890625,0.95,4,3.0,1781103059229,1.3933634757995605,0,0,0,HeadStill1,4,10,1
41,pong_constant_velocity,0.45193061232566833,0.5118184685707092,0.5547263026237488,0.5151798129081726,0.4987693905830383,0.5772102057933808,0.23178163170814514,0.3703521192073822,-0.005525631578358611,0.034016498812460494,0.03215429601845158,0.6953125,0.95625,4,3.0,1781103059261,1.425610065460205,0,0,0,HeadStill1,4,10,1
42,pong_constant_velocity,0.4519668221473694,0.511871874332428,0.5547133684158325,0.5151820182800293,0.49877631664276123,0.5772336006164551,0.23176845908164978,0.37032991647720337,-0.005499199612594236,0.03397665096598239,0.031651111807800496,0.7015625,0.9625,4,3.0,1781103059291,1.4564869403839111,0,0,0,HeadStill1,4,10,1
43,pong_constant_velocity,0.4519925117492676,0.5119432806968689,0.5547117590904236,0.5152546763420105,0.4988174557685852,0.5772855579853058,0.2317827045917511,0.3702481687068939,-0.004801964991358867,0.034019931795206605,0.03149289211541187,0.7078125,0.96875,4,3.0,1781103059340,1.503265142440796,0,0,0,HeadStill1,4,10,1
44,pong_constant_velocity,0.4519992470741272,0.5119761228561401,0.5547062158584595,0.5152866244316101,0.49883112907409666,0.5773026168346405,0.23178905248641968,0.37022140622138977,-0.004580748436204203,0.03408976838848712,0.031432157074890256,0.7140625,0.975,4,3.0,1781103059368,1.5315639972686768,0,0,0,HeadStill1,4,10,1
45,pong_constant_velocity,0.45200014114379883,0.5119907855987549,0.5547255277633667,0.5153011083602905,0.4988322854042053,0.5773051798343658,0.23178118467330933,0.3702014982700348,-0.004569460349021497,0.03408999153994224,0.03145923743544818,0.7203125,0.9791666666666666,4,-3.0,1781103059383,1.5466582775115967,0,1,1,HeadStill1,4,10,1
46,pong_constant_velocity,0.4519972801208496,0.512014627456665,0.5547335147857666,0.5153048634529114,0.4988339066505432,0.5773258447647095,0.2317447066307068,0.37023234367370605,-0.0045700510103957506,0.03404927788406863,0.031232523557319487,0.7265625,0.9729166666666667,4,-3.0,1781103059403,1.5667304992675781,0,0,0,HeadStill1,4,10,1
47,pong_constant_velocity,0.4519982933998108,0.5120416879653931,0.5547307729721069,0.5153090953826904,0.4988353788852692,0.5773189783096313,0.23174035549163818,0.37021756172180176,-0.004478057633338632,0.034045324429017164,0.03102715550891204,0.7328125,0.9666666666666667,4,-3.0,1781103059436,1.600576639175415,0,0,0,HeadStill1,4,10,1
48,pong_constant_velocity,0.4519842565059662,0.5120537281036377,0.5547302961349487,0.5153125524520874,0.498817378282547,0.57731192111969,0.23172986507415771,0.37021732330322266,-0.004381289897427376,0.03405259131223258,0.030785787306069682,0.7390625,0.9604166666666667,4,-3.0,1781103059469,1.633235216140747,0,0,0,HeadStill1,4,10,1
49,pong_constant_velocity,0.4519783556461334,0.5120590329170227,0.554780125617981,0.5153178572654724,0.4988196849822998,0.5773076355457306,0.23173558712005615,0.37025025486946106,-0.004353403064602336,0.03411222585001357,0.030701266281050316,0.7453125,0.9541666666666667,4,-3.0,1781103059500,1.6643099784851074,0,0,0,HeadStill1,4,10,1
50,pong_constant_velocity,0.4519971013069153,0.5120720267295837,0.5548500418663025,0.5153442025184631,0.4988374292850494,0.5773167848587036,0.23172765970230103,0.37029051780700684,-0.004358053318826209,0.034057771788365415,0.030736086661070496,0.7515625,0.9479166666666666,4,-3.0,1781103059532,1.6975841522216797,0,0,0,HeadStill1,4,10,1
51,pong_constant_velocity,0.45202797651290894,0.5120924711227417,0.5552036166191101,0.5153518915176392,0.4988573968410492,0.5772848963737488,0.23169326782226562,0.3702525496482849,-0.004386612567298352,0.03411833303900137,0.030317996291220055,0.7578125,0.9416666666666667,4,-3.0,1781103059597,1.7665963172912598,0,0,0,HeadStill1,4,10,1
52,pong_constant_velocity,0.45280712842941284,0.5120960474014282,0.5564596652984619,0.5153549909591675,0.49887710213661196,0.5772809445858001,0.23159778118133545,0.370317667722702,-0.0043921529064234145,0.034179009333725745,0.029995527107694618,0.7640625,0.9354166666666667,4,-3.0,1781103059628,1.7960093021392822,0,0,0,HeadStill1,4,10,1
53,pong_constant_velocity,0.45350998640060425,0.5120885968208313,0.5571379661560059,0.5153553485870361,0.4989017963409424,0.5772836983203888,0.23153778910636902,0.37052610516548157,-0.004570981600359063,0.03412286362364434,0.03011436256908246,0.7703125,0.9291666666666667,4,-3.0,1781103059660,1.824204921722412,0,0,0,HeadStill1,4,10,1
54,pong_constant_velocity,0.4539574682712555,0.5120728611946106,0.5576785802841187,0.5153414011001587,0.4989440321922302,0.5772656977176667,0.2315276861190796,0.3705398142337799,-0.004476121089797883,0.034094737716669966,0.03007886007561175,0.7765625,0.9229166666666667,4,-3.0,1781103059694,1.8585965633392334,0,0,0,HeadStill1,4,10,1
55,pong_constant_velocity,0.45425739884376526,0.5120426416397095,0.5579837560653687,0.5153321027755737,0.4990100562572479,0.577243709564209,0.23141783475875854,0.37055283784866333,-0.004494085969854325,0.03373921981326541,0.03012929738840148,0.7828125,0.9166666666666666,4,-3.0,1781103059739,1.9043357372283936,0,0,0,HeadStill1,4,10,1
56,pong_constant_velocity,0.45435529947280884,0.512032151222229,0.5580635666847229,0.5153309106826782,0.4990390479564667,0.5772352755069733,0.23136097192764282,0.3705436885356903,-0.004496092197198418,0.03360336442623862,0.03014603996518633,0.7890625,0.9104166666666667,4,-3.0,1781103059759,1.9229366779327393,0,0,0,HeadStill1,4,10,1
57,pong_constant_velocity,0.45443469285964966,0.5120079517364502,0.5580376982688904,0.5152979493141174,0.49906331300735474,0.5772271633148194,0.23134341835975647,0.3705456852912903,-0.00440323000150594,0.03358512721730493,0.030066824264108446,0.7953125,0.9041666666666667,4,-3.0,1781103059775,1.9390497207641602,0,0,0,HeadStill1,4,10,1
58,pong_constant_velocity,0.45444053411483765,0.5119485855102539,0.5580756664276123,0.5152367353439331,0.49914066195487977,0.5771690130233764,0.2312920093536377,0.37071412801742554,-0.004052637384046535,0.033631447028893244,0.03008102404289659,0.8015625,0.8979166666666667,4,-3.0,1781103059804,1.9690730571746826,0,0,0,HeadStill1,4,10,1
59,pong_constant_velocity,0.4546054005622864,0.5118445754051208,0.5580804347991943,0.5151501893997192,0.49919241666793823,0.5771047055721283,0.23130124807357788,0.37073108553886414,-0.003750073120305644,0.033631556654512805,0.030411601321048767,0.8078125,0.8916666666666667,4,-3.0,1781103059837,2.0031802654266357,0,0,0,HeadStill1,4,10,1
60,pong_constant_velocity,0.4547310471534729,0.5117645859718323,0.5580610036849976,0.5151073932647705,0.49925053119659424,0.5770582556724548,0.2312522828578949,0.370744526386261,-0.0035908705401184273,0.03358994389283321,0.031089700615000087,0.8140625,0.8854166666666666,4,-3.0,1781103059868,2.0354983806610107,0,0,0,HeadStill1,4,10,1
61,pong_constant_velocity,0.45482581853866577,0.5117121934890747,0.558077335357666,0.515086829662323,0.49930081963539125,0.5770066559314728,0.2312772572040558,0.3706965744495392,-0.0035282435376528744,0.033381040000520966,0.031722591501798396,0.8203125,0.8791666666666667,4,-3.0,1781103059900,2.0657050609588623,0,0,0,HeadStill1,4,10,1
62,pong_constant_velocity,0.4549171030521393,0.5116730332374573,0.5581245422363281,0.5150657296180725,0.4993253231048584,0.5769464313983917,0.23130092024803162,0.3707124888896942,-0.0035627999950007543,0.03360751832515787,0.03207505313561122,0.8265625,0.8729166666666667,4,-3.0,1781103059932,2.100005865097046,0,0,0,HeadStill1,4,10,1
63,pong_constant_velocity,0.4551558494567871,0.5116066932678223,0.558135449886322,0.5150368213653564,0.4993915021419525,0.5769010305404663,0.23123356699943542,0.3707438111305237,-0.0035997964147288196,0.03351878739218935,0.03256359561367555,0.8328125,0.8666666666666667,4,-3.0,1781103059995,2.1593966484069824,0,0,0,HeadStill1,4,10,1
64,pong_constant_velocity,0.45521479845046997,0.5115637183189392,0.5581341981887817,0.5150198936462402,0.4994498133659363,0.5768662810325622,0.23123806715011597,0.3706982731819153,-0.0037428493289523913,0.033580467851207975,0.032792415181112554,0.8390625,0.8604166666666667,4,-3.0,1781103060029,2.193681001663208,0,0,0,HeadStill1,4,10,1
65,pong_constant_velocity,0.4552796483039856,0.5115422606468201,0.5582135915756226,0.5150184631347656,0.4994792640209198,0.5768550157546997,0.23122328519821167,0.3707001209259033,-0.003675034793800813,0.03359211849020053,0.0329097785644777,0.8453125,0.8541666666666666,4,-3.0,1781103060059,2.2257494926452637,0,0,0,HeadStill1,4,10,1
66,pong_constant_velocity,0.45530909299850464,0.5115398168563843,0.5582134127616882,0.5150172710418701,0.499526309967041,0.5768087983131409,0.23116445541381836,0.37057995796203613,-0.0035917836080587968,0.033790552168947934,0.03290016968187081,0.8515625,0.8479166666666667,4,-3.0,1781103060092,2.255892038345337,0,0,0,HeadStill1,4,10,1
67,pong_constant_velocity,0.4553954005241394,0.5115035176277161,0.5582098960876465,0.5149797201156616,0.49954479932785034,0.5768004417419433,0.23111391067504883,0.37061023712158203,-0.0036619446605086646,0.033835074997491076,0.0329317324233611,0.8578125,0.8416666666666667,4,-3.0,1781103060140,2.3040058612823486,0,0,0,HeadStill1,4,10,1
68,pong_constant_velocity,0.45541924238204956,0.5114976167678833,0.5582073926925659,0.514974057674408,0.49955337643623354,0.5767821609973908,0.2311132550239563,0.3705976903438568,-0.0036324252334725233,0.03386850789231693,0.03295343184617218,0.8640625,0.8354166666666667,4,-3.0,1781103060165,2.3291988372802734,0,0,0,HeadStill1,4,10,1
69,pong_constant_velocity,0.4554246962070465,0.5114932656288147,0.5582112669944763,0.5149704813957214,0.4995615243911743,0.5767704665660858,0.231131911277771,0.3705483376979828,-0.0036344529688608082,0.033932213507352975,0.03294703412492194,0.8703125,0.8291666666666667,4,-3.0,1781103060180,2.3438446521759033,0,0,0,HeadStill1,4,10,1
70,pong_constant_velocity,0.45542651414871216,0.5114644169807434,0.5582125186920166,0.5149371027946472,0.4995640814304352,0.5767487227916718,0.2311156690120697,0.37059131264686584,-0.003708403208013457,0.03400556060359079,0.03307122714894332,0.8765625,0.8229166666666666,4,-3.0,1781103060204,2.36918568611145,0,0,0,HeadStill1,4,10,1
71,pong_constant_velocity,0.4554286599159241,0.5114349722862244,0.558212161064148,0.5149282217025757,0.4995931565761566,0.5767286837100982,0.2311842441558838,0.3706164062023163,-0.003793093846586989,0.033900410129671356,0.033222019569189194,0.8828125,0.8166666666666667,4,-3.0,1781103060238,2.405299663543701,0,0,0,HeadStill1,4,10,1
72,pong_constant_velocity,0.45544251799583435,0.5113629698753357,0.5582135915756226,0.5149011611938477,0.4996268391609192,0.576710432767868,0.23121219873428345,0.37065592408180237,-0.003967804878300285,0.0338317487392006,0.033566569914953506,0.8890625,0.8104166666666667,4,-3.0,1781103060267,2.4334747791290283,0,0,0,HeadStill1,4,10,1
73,pong_constant_velocity,0.4554874002933502,0.5112690329551697,0.5582026243209839,0.5148339867591858,0.499649840593338,0.576674473285675,0.23121947050094604,0.37074142694473267,-0.004163853600428333,0.033940706516662596,0.033805520823063234,0.8953125,0.8041666666666667,4,-3.0,1781103060301,2.4643943309783936,0,0,0,HeadStill1,4,10,1
74,pong_constant_velocity,0.4554921090602875,0.5112112760543823,0.558100700378418,0.5147355794906616,0.49966748952865603,0.5766503870487213,0.23123937845230103,0.37081167101860046,-0.004317249951218607,0.03401742030761812,0.03365866225184782,0.9015625,0.7979166666666667,4,-3.0,1781103060334,2.501142740249634,0,0,0,HeadStill1,4,10,1
75,pong_constant_velocity,0.45550522208213806,0.5110519528388977,0.5580808520317078,0.5145688056945801,0.4996921241283417,0.5765935003757476,0.23130759596824646,0.3710080683231354,-0.004352374798602571,0.03410584735357518,0.033870147758300634,0.9078125,0.7916666666666666,4,-3.0,1781103060397,2.568577289581299,0,0,0,HeadStill1,4,10,1
76,pong_constant_velocity,0.4554826617240906,0.5109912753105164,0.5580527782440186,0.5145056843757629,0.4997167706489563,0.576577240228653,0.231419175863266,0.371037095785141,-0.004588906908169963,0.034094906007169995,0.03409716148226762,0.9140625,0.7854166666666667,4,-3.0,1781103060429,2.5982441902160645,0,0,0,HeadStill1,4,10,1
77,pong_constant_velocity,0.45547252893447876,0.5109489560127258,0.5580071210861206,0.5144215822219849,0.4997291326522827,0.5764990389347077,0.23149815201759338,0.3711610734462738,-0.004809927252143435,0.03414839564066417,0.03366639058517933,0.9203125,0.7791666666666667,4,-3.0,1781103060461,2.6293132305145264,0,0,0,HeadStill1,4,10,1
78,pong_constant_velocity,0.4554719924926758,0.5108822584152222,0.5579896569252014,0.5142964720726013,0.49972455501556395,0.5764789938926697,0.23148968815803528,0.3712397813796997,-0.005004631474327986,0.03384175956149041,0.033324651127863515,0.9265625,0.7729166666666667,4,-3.0,1781103060492,2.655393362045288,0,0,0,HeadStill1,4,10,1
79,pong_constant_velocity,0.45548826456069946,0.5107923746109009,0.5579895973205566,0.5141996145248413,0.4997276306152344,0.5763623535633087,0.23149478435516357,0.3715512454509735,-0.005003040806542395,0.03411430048677364,0.03323739819351692,0.9328125,0.7666666666666667,4,-3.0,1781103060541,2.7046775817871094,0,0,0,HeadStill1,4,10,1
80,pong_constant_velocity,0.45548900961875916,0.5107344388961792,0.5580047369003296,0.5141698718070984,0.4997267842292786,0.5763310611248016,0.2314886450767517,0.37166091799736023,-0.005011927950799939,0.034164855045008484,0.03326876130185777,0.9390625,0.7604166666666666,4,-3.0,1781103060569,2.734128952026367,0,0,0,HeadStill1,4,10,1
81,pong_constant_velocity,0.45547500252723694,0.5106969475746155,0.558009922504425,0.5141623616218567,0.49973278641700747,0.5763123691082,0.23148846626281738,0.37165698409080505,-0.004996997733108258,0.034127528448795214,0.033468682096275175,0.9453125,0.7541666666666667,4,-3.0,1781103060585,2.750741720199585,0,0,0,HeadStill1,4,10,1
82,pong_constant_velocity,0.4554708003997803,0.5106011629104614,0.557964563369751,0.5141329169273376,0.4997453629970551,0.5762974858283997,0.23149904608726501,0.3716542720794678,-0.005041633951563496,0.034097185647449915,0.034136950545676815,0.9515625,0.7479166666666667,4,-3.0,1781103060615,2.7808969020843506,0,0,0,HeadStill1,4,10,1
