,count,mean,std,min,25%,50%,75%,max,range
avg_iris_rel_face_x_norm,5394.0,0.010644420193311068,0.011907138769813053,-0.014963086807602952,0.0007630989712997338,0.010645846568226269,0.020302588041093233,0.03552646416622107,0.05048955097382402
avg_iris_rel_face_y_norm,5394.0,-0.17572228538688292,0.0028706044058494193,-0.18184322138224007,-0.17786286695685144,-0.17575808688491307,-0.17380568945040822,-0.16545695408198666,0.016386267300253415
face_yaw,5394.0,-0.03780051062051919,0.0194831586180308,-0.0776164941279496,-0.051013132204648474,-0.040576135464274896,-0.0274640118755865,0.0553155599271006,0.1329320540550502
face_pitch,5394.0,0.008810086814118434,0.009839589106948368,-0.0197948904960163,0.00045301356702230004,0.0086853790063664,0.016444610152739923,0.038793406327736,0.0585882968237523
face_roll,5394.0,0.03858998605794031,0.018137495771652308,0.000579421368467,0.02882906711644735,0.0344150194036299,0.04269809725753758,0.127394300578281,0.126814879209814
yaw_avg_iris_x_interaction,5394.0,-0.00029668220221408623,0.0004798559101767295,-0.0014839180898113772,-0.0006292366435811921,-0.00028049724749541484,2.5175435807432834e-05,0.0011629976414579237,0.002646915731269301
pitch_avg_iris_y_interaction,5394.0,-0.0015369614981124598,0.0017177944546045128,-0.006806421037963368,-0.0028585595000928774,-0.0015367544253573103,-7.99577027861914e-05,0.00350368089418635,0.010310101932149717
roll_avg_iris_x_interaction,5394.0,0.0004920419724101375,0.0006112714704599581,-0.00042473963573894124,2.4947057384861315e-05,0.00035979228542681993,0.0007955339167216902,0.0026475537796404216,0.003072293415379363
roll_avg_iris_y_interaction,5394.0,-0.006781252113565545,0.003161850959491187,-0.02158917617169178,-0.007564179562069777,-0.006037244500769456,-0.005025164466891221,-0.0001029231222178451,0.021486253049473936
yaw_squared,5394.0,0.0018084016996278108,0.0012774233191956595,1.6338570771248536e-08,0.0007877968726142607,0.0016723207029237424,0.0026045078916199713,0.0060243201607140355,0.006024303822143264
pitch_squared,5394.0,0.00017441719435320089,0.0002247004710240783,1.0430325296664553e-12,1.0804051439628063e-05,7.847840502678846e-05,0.0002715090845935087,0.0015049283745088276,0.001504928373465795
roll_squared,5394.0,0.0018180947889149756,0.001989269244496682,3.3572912223617094e-07,0.0008311151130695765,0.001184393562275569,0.0018231275235716087,0.016229307819829404,0.01622897209070717
avg_iris_rel_face_x_norm_squared,5394.0,0.00025505735018309486,0.00029189846644567865,1.953421373480577e-11,3.206855677738375e-05,0.0001203808932010873,0.00041219509844299634,0.00126212965615379,0.0012621296366195764
avg_iris_rel_face_y_norm_squared,5394.0,0.0308865604235522,0.0010065992184753421,0.02737600365408864,0.030208417685332997,0.030890905105893016,0.03163519944219729,0.03306695716267037,0.005690953508581731
