dataset,ablation,model,model_parameters,num_features,features,train_samples,test_samples,mean_pixel_error,median_pixel_error,std_pixel_error,min_pixel_error,max_pixel_error,q25_pixel_error,q75_pixel_error,mean_x_error_pixels,median_x_error_pixels,mean_y_error_pixels,median_y_error_pixels,p90_pixel_error,lag,fps,lag_seconds
PingPong_HeadStill1,SQUARED_AND_INTERACTIONS,svr,"{'kernel': 'rbf', 'C': 2.0, 'epsilon': 0.1}",14,"avg_iris_rel_face_x_norm, avg_iris_rel_face_y_norm, face_yaw, face_pitch, face_roll, yaw_avg_iris_x_interaction, pitch_avg_iris_y_interaction, roll_avg_iris_x_interaction, roll_avg_iris_y_interaction, yaw_squared, pitch_squared, roll_squared, avg_iris_rel_face_x_norm_squared, avg_iris_rel_face_y_norm_squared",4320,1080,106.30318919522608,74.56026865029696,88.96888320009316,8.045344050868204,486.05809201422755,47.61654054180957,129.12351078706996,75.70755210820968,54.86841122478065,59.12355367741429,37.51716041122219,240.64399569655416,0,29.99694418979359,0.0
PingPong_HeadStill1,SQUARED_AND_INTERACTIONS,svr,"{'kernel': 'rbf', 'C': 1.0, 'epsilon': 0.1}",14,"avg_iris_rel_face_x_norm, avg_iris_rel_face_y_norm, face_yaw, face_pitch, face_roll, yaw_avg_iris_x_interaction, pitch_avg_iris_y_interaction, roll_avg_iris_x_interaction, roll_avg_iris_y_interaction, yaw_squared, pitch_squared, roll_squared, avg_iris_rel_face_x_norm_squared, avg_iris_rel_face_y_norm_squared",4320,1080,106.65216845752522,78.19482340149816,85.12457784080048,4.179958301602348,464.5656016612765,47.82008753672582,138.60465693385817,77.53727027419197,61.06015084571599,56.333312987676216,34.075432679278975,228.15658128841065,0,29.99694418979359,0.0
PingPong_HeadStill1,SQUARED_AND_INTERACTIONS,svr,"{'kernel': 'rbf', 'C': 0.5, 'epsilon': 0.1}",14,"avg_iris_rel_face_x_norm, avg_iris_rel_face_y_norm, face_yaw, face_pitch, face_roll, yaw_avg_iris_x_interaction, pitch_avg_iris_y_interaction, roll_avg_iris_x_interaction, roll_avg_iris_y_interaction, yaw_squared, pitch_squared, roll_squared, avg_iris_rel_face_x_norm_squared, avg_iris_rel_face_y_norm_squared",4320,1080,106.8097868160543,81.18463762376817,82.31736518919296,4.193386759386001,433.48459969832703,46.69211318184351,146.89533513481402,77.63132908335778,60.83532139851363,56.58735244289726,35.04252202280574,224.9681223076757,0,29.99694418979359,0.0
PingPong_HeadStill1,SQUARED_AND_INTERACTIONS,svr,"{'kernel': 'rbf', 'C': 5.0, 'epsilon': 0.1}",14,"avg_iris_rel_face_x_norm, avg_iris_rel_face_y_norm, face_yaw, face_pitch, face_roll, yaw_avg_iris_x_interaction, pitch_avg_iris_y_interaction, roll_avg_iris_x_interaction, roll_avg_iris_y_interaction, yaw_squared, pitch_squared, roll_squared, avg_iris_rel_face_x_norm_squared, avg_iris_rel_face_y_norm_squared",4320,1080,109.34899601443347,71.98351204514809,97.46501081721414,1.2805762920618904,512.4394418979853,49.953622202082975,132.62364427684102,72.27992939981908,47.59327762011844,66.5985632728256,41.98489466983636,263.1183738574113,0,29.99694418979359,0.0
PingPong_HeadStill1,SQUARED_AND_INTERACTIONS,svr,"{'kernel': 'rbf', 'C': 0.5, 'epsilon': 0.05}",14,"avg_iris_rel_face_x_norm, avg_iris_rel_face_y_norm, face_yaw, face_pitch, face_roll, yaw_avg_iris_x_interaction, pitch_avg_iris_y_interaction, roll_avg_iris_x_interaction, roll_avg_iris_y_interaction, yaw_squared, pitch_squared, roll_squared, avg_iris_rel_face_x_norm_squared, avg_iris_rel_face_y_norm_squared",4320,1080,109.48213122652342,73.29970871940577,91.27767399678172,2.509746713561762,458.8599651536943,52.534925987980664,121.98260251890439,75.71350669111578,56.41000798633662,63.428063035862486,39.49831187991499,262.7298464188607,0,29.99694418979359,0.0
PingPong_HeadStill1,SQUARED_AND_INTERACTIONS,svr,"{'kernel': 'rbf', 'C': 1.0, 'epsilon': 0.05}",14,"avg_iris_rel_face_x_norm, avg_iris_rel_face_y_norm, face_yaw, face_pitch, face_roll, yaw_avg_iris_x_interaction, pitch_avg_iris_y_interaction, roll_avg_iris_x_interaction, roll_avg_iris_y_interaction, yaw_squared, pitch_squared, roll_squared, avg_iris_rel_face_x_norm_squared, avg_iris_rel_face_y_norm_squared",4320,1080,111.22607915328776,81.5472324856511,90.65938585070774,7.110848005329578,494.13862419488567,55.46839296826262,120.84416160880265,80.05883193413818,63.35525268413971,61.24108554446167,37.58755292359295,257.4300450051663,0,29.99694418979359,0.0
PingPong_HeadStill1,SQUARED_AND_INTERACTIONS,svr,"{'kernel': 'rbf', 'C': 2.0, 'epsilon': 0.05}",14,"avg_iris_rel_face_x_norm, avg_iris_rel_face_y_norm, face_yaw, face_pitch, face_roll, yaw_avg_iris_x_interaction, pitch_avg_iris_y_interaction, roll_avg_iris_x_interaction, roll_avg_iris_y_interaction, yaw_squared, pitch_squared, roll_squared, avg_iris_rel_face_x_norm_squared, avg_iris_rel_face_y_norm_squared",4320,1080,113.69399098066624,84.29016464429947,90.26622746176884,5.952153682019172,565.4849074497107,58.39204530241709,127.90767317126608,82.55000109472606,64.50240774301375,61.71607992941798,36.14882858051401,259.27050666065355,0,29.99694418979359,0.0
PingPong_HeadStill1,SQUARED_AND_INTERACTIONS,random_forest,"{'n_estimators': 300, 'max_depth': 10, 'min_samples_leaf': 5}",14,"avg_iris_rel_face_x_norm, avg_iris_rel_face_y_norm, face_yaw, face_pitch, face_roll, yaw_avg_iris_x_interaction, pitch_avg_iris_y_interaction, roll_avg_iris_x_interaction, roll_avg_iris_y_interaction, yaw_squared, pitch_squared, roll_squared, avg_iris_rel_face_x_norm_squared, avg_iris_rel_face_y_norm_squared",4320,1080,113.85572832059188,89.19912537505223,88.97771373039674,3.053464514560434,476.0996710759025,54.768994796453235,134.0356012706306,79.63102306752093,56.17801859448059,65.41233831929965,52.732960903484795,247.74210277608384,0,29.99694418979359,0.0
PingPong_HeadStill1,SQUARED_AND_INTERACTIONS,random_forest,"{'n_estimators': 300, 'max_depth': 5, 'min_samples_leaf': 5}",14,"avg_iris_rel_face_x_norm, avg_iris_rel_face_y_norm, face_yaw, face_pitch, face_roll, yaw_avg_iris_x_interaction, pitch_avg_iris_y_interaction, roll_avg_iris_x_interaction, roll_avg_iris_y_interaction, yaw_squared, pitch_squared, roll_squared, avg_iris_rel_face_x_norm_squared, avg_iris_rel_face_y_norm_squared",4320,1080,114.764006498451,91.03496796165172,85.13566317287844,4.151098496142087,474.8253672173817,58.04961074169302,134.82853729442,76.38057218994729,48.321506889453985,66.78423478347204,56.410431066598136,245.85253580660185,0,29.99694418979359,0.0
PingPong_HeadStill1,SQUARED_AND_INTERACTIONS,random_forest,"{'n_estimators': 100, 'max_depth': 10, 'min_samples_leaf': 5}",14,"avg_iris_rel_face_x_norm, avg_iris_rel_face_y_norm, face_yaw, face_pitch, face_roll, yaw_avg_iris_x_interaction, pitch_avg_iris_y_interaction, roll_avg_iris_x_interaction, roll_avg_iris_y_interaction, yaw_squared, pitch_squared, roll_squared, avg_iris_rel_face_x_norm_squared, avg_iris_rel_face_y_norm_squared",4320,1080,115.14085032173337,91.57954029022979,88.49131978296168,1.3435199782652545,475.95661149701624,58.0426588628162,137.09966695625957,80.95720914094389,58.2147703567588,65.60424088279981,53.57689842764967,246.02710555085508,0,29.99694418979359,0.0
