dataset,ablation,model,model_parameters,num_features,features,train_samples,test_samples,mean_pixel_error,median_pixel_error,std_pixel_error,min_pixel_error,max_pixel_error,q25_pixel_error,q75_pixel_error,mean_x_error_pixels,median_x_error_pixels,mean_y_error_pixels,median_y_error_pixels,p90_pixel_error,lag,fps,lag_seconds
PingPong_HeadStill1,SQUARED_AND_INTERACTIONS,svr,"{'kernel': 'rbf', 'C': 0.5, 'epsilon': 0.1}",14,"avg_iris_rel_face_x_norm, avg_iris_rel_face_y_norm, face_yaw, face_pitch, face_roll, yaw_avg_iris_x_interaction, pitch_avg_iris_y_interaction, roll_avg_iris_x_interaction, roll_avg_iris_y_interaction, yaw_squared, pitch_squared, roll_squared, avg_iris_rel_face_x_norm_squared, avg_iris_rel_face_y_norm_squared",4308,1078,102.6008591468999,66.30723043859146,95.44371189915712,1.252240779317249,498.788787521282,36.631507035834055,139.47225249409786,74.37456525416151,46.987687420636206,53.262743843487975,32.88169934125207,242.11202694596327,14,29.99694418979359,0.46671420633450644
PingPong_HeadStill1,SQUARED_AND_INTERACTIONS,svr,"{'kernel': 'rbf', 'C': 1.0, 'epsilon': 0.1}",14,"avg_iris_rel_face_x_norm, avg_iris_rel_face_y_norm, face_yaw, face_pitch, face_roll, yaw_avg_iris_x_interaction, pitch_avg_iris_y_interaction, roll_avg_iris_x_interaction, roll_avg_iris_y_interaction, yaw_squared, pitch_squared, roll_squared, avg_iris_rel_face_x_norm_squared, avg_iris_rel_face_y_norm_squared",4308,1078,107.98685254507004,70.2122919354876,98.60395602016602,0.7512077856183336,526.7115542809814,40.582665770390335,141.50590042468923,81.58142073274685,53.574603457866594,53.85367067305228,31.209411630280535,257.8573151224354,14,29.99694418979359,0.46671420633450644
PingPong_HeadStill1,SQUARED_AND_INTERACTIONS,random_forest,"{'n_estimators': 300, 'max_depth': 10, 'min_samples_leaf': 5}",14,"avg_iris_rel_face_x_norm, avg_iris_rel_face_y_norm, face_yaw, face_pitch, face_roll, yaw_avg_iris_x_interaction, pitch_avg_iris_y_interaction, roll_avg_iris_x_interaction, roll_avg_iris_y_interaction, yaw_squared, pitch_squared, roll_squared, avg_iris_rel_face_x_norm_squared, avg_iris_rel_face_y_norm_squared",4308,1078,113.56144016754908,87.81589257100366,91.29421192067241,1.0994226899596797,510.73146877425137,52.63134005664497,135.46689004323196,80.71021051273239,54.815695695666136,66.29995170135096,56.5869814609395,250.54944963297734,14,29.99694418979359,0.46671420633450644
PingPong_HeadStill1,SQUARED_AND_INTERACTIONS,random_forest,"{'n_estimators': 300, 'max_depth': 10, 'min_samples_leaf': 3}",14,"avg_iris_rel_face_x_norm, avg_iris_rel_face_y_norm, face_yaw, face_pitch, face_roll, yaw_avg_iris_x_interaction, pitch_avg_iris_y_interaction, roll_avg_iris_x_interaction, roll_avg_iris_y_interaction, yaw_squared, pitch_squared, roll_squared, avg_iris_rel_face_x_norm_squared, avg_iris_rel_face_y_norm_squared",4308,1078,113.87117463470591,87.27548014899331,91.83663317733628,1.509407819621057,511.01886078834707,51.28688555405715,138.73101008884396,81.13027011213745,54.602645667065616,66.4361188453876,56.5061651664916,250.43978863092536,14,29.99694418979359,0.46671420633450644
PingPong_HeadStill1,SQUARED_AND_INTERACTIONS,mlp,"{'hidden_layer_sizes': (32,), 'activation': 'relu', 'solver': 'adam', 'alpha': 1.0, 'learning_rate_init': 0.001, 'max_iter': 2000}",14,"avg_iris_rel_face_x_norm, avg_iris_rel_face_y_norm, face_yaw, face_pitch, face_roll, yaw_avg_iris_x_interaction, pitch_avg_iris_y_interaction, roll_avg_iris_x_interaction, roll_avg_iris_y_interaction, yaw_squared, pitch_squared, roll_squared, avg_iris_rel_face_x_norm_squared, avg_iris_rel_face_y_norm_squared",4308,1078,114.470521661253,79.34313837685576,95.78261774016282,1.2898675904929362,483.0918503181474,46.97149896062393,145.72003601713243,77.4435240261116,45.45502255646289,68.3970898102415,53.72970007298295,258.28352990268144,14,29.99694418979359,0.46671420633450644
PingPong_HeadStill1,SQUARED_AND_INTERACTIONS,svr,"{'kernel': 'rbf', 'C': 2.0, 'epsilon': 0.1}",14,"avg_iris_rel_face_x_norm, avg_iris_rel_face_y_norm, face_yaw, face_pitch, face_roll, yaw_avg_iris_x_interaction, pitch_avg_iris_y_interaction, roll_avg_iris_x_interaction, roll_avg_iris_y_interaction, yaw_squared, pitch_squared, roll_squared, avg_iris_rel_face_x_norm_squared, avg_iris_rel_face_y_norm_squared",4308,1078,114.5026421618229,83.08514789247513,99.83705565174817,1.3926454801098576,568.0812458306384,47.72345031108895,143.1171703916597,89.13180148095255,65.99367314355305,55.399379947805535,32.7364858718747,261.31610364211184,14,29.99694418979359,0.46671420633450644
PingPong_HeadStill1,SQUARED_AND_INTERACTIONS,random_forest,"{'n_estimators': 100, 'max_depth': 10, 'min_samples_leaf': 3}",14,"avg_iris_rel_face_x_norm, avg_iris_rel_face_y_norm, face_yaw, face_pitch, face_roll, yaw_avg_iris_x_interaction, pitch_avg_iris_y_interaction, roll_avg_iris_x_interaction, roll_avg_iris_y_interaction, yaw_squared, pitch_squared, roll_squared, avg_iris_rel_face_x_norm_squared, avg_iris_rel_face_y_norm_squared",4308,1078,114.84474638455542,86.38694106967912,92.49789353630054,0.9336009044071755,509.5520709918845,53.276524813828836,136.0892560245221,81.63458208802176,54.131637273400145,67.01216294418883,55.884470946666035,251.3768719313793,14,29.99694418979359,0.46671420633450644
PingPong_HeadStill1,SQUARED_AND_INTERACTIONS,random_forest,"{'n_estimators': 100, 'max_depth': 10, 'min_samples_leaf': 5}",14,"avg_iris_rel_face_x_norm, avg_iris_rel_face_y_norm, face_yaw, face_pitch, face_roll, yaw_avg_iris_x_interaction, pitch_avg_iris_y_interaction, roll_avg_iris_x_interaction, roll_avg_iris_y_interaction, yaw_squared, pitch_squared, roll_squared, avg_iris_rel_face_x_norm_squared, avg_iris_rel_face_y_norm_squared",4308,1078,115.21989074564034,88.58662056889507,91.96549745149659,2.1393996005792784,508.9343230698683,55.080654126946584,137.4861397673264,81.42754018208512,54.63442164382663,67.76722949537213,58.30864870271988,255.34187867209548,14,29.99694418979359,0.46671420633450644
PingPong_HeadStill1,RELATIVE_IRIS_TO_FACE,mlp,"{'hidden_layer_sizes': (64, 32), 'activation': 'relu', 'solver': 'adam', 'alpha': 0.01, 'learning_rate_init': 0.001, 'max_iter': 2000}",4,"left_iris_rel_face_x, left_iris_rel_face_y, right_iris_rel_face_x, right_iris_rel_face_y",4308,1078,117.05953075454421,78.59106952313462,105.03670858124515,2.1078566173391784,541.3178588963647,41.61513585174546,155.64217559285552,63.302923436380425,38.959453764391014,85.89300011369978,54.14935572965092,280.9341947916841,14,29.99694418979359,0.46671420633450644
PingPong_HeadStill1,RELATIVE_IRIS_TO_FACE,knn,"{'n_neighbors': 10, 'weights': 'distance'}",4,"left_iris_rel_face_x, left_iris_rel_face_y, right_iris_rel_face_x, right_iris_rel_face_y",4308,1078,118.76974383413999,65.31847664712404,123.38671370040022,3.1161402330789985,522.5166111298757,27.5888358098291,184.73357000667548,77.31383291034467,36.00843803859394,72.49743743412999,39.969570221104085,316.7175430479824,14,29.99694418979359,0.46671420633450644
