,count,mean,std,min,25%,50%,75%,max,range
left_iris_rel_face_x,5389.0,-0.04646176240576468,0.002679203099014345,-0.053461045026779175,-0.04847191572189341,-0.046506255865097046,-0.04433638453483585,-0.04087338447570804,0.012587660551071134
left_iris_rel_face_y,5389.0,-0.06383301238996861,0.002656132891152778,-0.06934746503829958,-0.06579999923706065,-0.06407306790351863,-0.061955738067627,-0.05525984168052678,0.014087623357772805
right_iris_rel_face_x,5389.0,0.051221275264333316,0.0031233820141552504,0.04375965595245357,0.04868850111961365,0.05103808641433716,0.0535675168037415,0.05904532074928287,0.015285664796829301
right_iris_rel_face_y,5389.0,-0.06033323487693071,0.002481503728611827,-0.06565768718719478,-0.06220948100090029,-0.06000638008117676,-0.058719688653945945,-0.05283607244491573,0.012821614742279053
