,count,mean,std,min,25%,50%,75%,max,range
avg_iris_rel_face_x_norm,5390.0,0.010647532908217397,0.011911008127568581,-0.014963086807602952,0.00074164599690572,0.010651900887678041,0.020314028366327546,0.03552646416622107,0.05048955097382402
avg_iris_rel_face_y_norm,5390.0,-0.17572248915036,0.0028716591284951966,-0.18184322138224007,-0.17786414675389395,-0.17575905511824547,-0.17380350376462944,-0.16545695408198666,0.016386267300253415
face_yaw,5390.0,-0.03782913103695188,0.01946202437767981,-0.0776164941279496,-0.05101642523166122,-0.0405915026084179,-0.027477597896104926,0.0553155599271006,0.1329320540550502
face_pitch,5390.0,0.008787975572049163,0.00980968640198611,-0.0197948904960163,0.000452949088805,0.0086697793801025,0.01643581481852195,0.0380998921676375,0.0578947826636538
face_roll,5390.0,0.03858907957050382,0.01814419297209784,0.000579421368467,0.028824204859002778,0.03440712238272395,0.04270036085739067,0.127394300578281,0.126814879209814
yaw_avg_iris_x_interaction,5390.0,-0.0002969060529629928,0.00047996356180640215,-0.0014839180898113772,-0.0006297821485457665,-0.0002810074577452186,2.556959596892958e-05,0.0011629976414579237,0.002646915731269301
pitch_avg_iris_y_interaction,5390.0,-0.001533075633909575,0.001712495670288479,-0.006679074852300839,-0.0028533192665413983,-0.001534177363770485,-7.98339588762395e-05,0.00350368089418635,0.01018275574648719
roll_avg_iris_x_interaction,5390.0,0.0004922165351862181,0.0006114646576819612,-0.00042473963573894124,2.4694700900174323e-05,0.00036012292577910555,0.0007962415049959959,0.0026475537796404216,0.003072293415379363
roll_avg_iris_y_interaction,5390.0,-0.006781101022717696,0.003163018888248928,-0.02158917617169178,-0.007564605500005983,-0.006036235942732414,-0.005024632892889766,-0.0001029231222178451,0.021486253049473936
yaw_squared,5390.0,0.0018097432750881163,0.0012769471555321953,1.6338570771248536e-08,0.0007890012169518808,0.0016746485109594197,0.0026047195892540164,0.0060243201607140355,0.006024303822143264
pitch_squared,5390.0,0.00017344060853773842,0.00022190392629106996,1.0430325296664553e-12,1.0794989851770585e-05,7.82065793104085e-05,0.0002710850869889119,0.0014516017831856052,0.0014516017821425726
roll_squared,5390.0,0.00181826772246276,0.001989997108553518,3.3572912223617094e-07,0.0008308347910693995,0.0011838500831442837,0.0018233208173541564,0.016229307819829404,0.01622897209070717
avg_iris_rel_face_x_norm_squared,5390.0,0.00025521575028950586,0.0002919488241377521,1.953421373480577e-11,3.2023427324930203e-05,0.00012085490962891694,0.00041265977571185397,0.00126212965615379,0.0012621296366195764
avg_iris_rel_face_y_norm_squared,5390.0,0.03088663808939947,0.0010069684441060766,0.02737600365408864,0.030207657922424365,0.030891245456079082,0.0316356547009013,0.03306695716267037,0.005690953508581731
