,count,mean,std,min,25%,50%,75%,max,range
left_iris_rel_face_x,5397.0,-0.04646554185722591,0.0026790131221319444,-0.053461045026779175,-0.04848352074623108,-0.046510392427444536,-0.04434039592742922,-0.04087338447570804,0.012587660551071134
left_iris_rel_face_y,5397.0,-0.06383890878917864,0.002658574653167711,-0.06934746503829958,-0.06580526828765865,-0.06407799720764162,-0.06195998191833496,-0.05525984168052678,0.014087623357772805
right_iris_rel_face_x,5397.0,0.051222543577717605,0.003121242090680486,0.04375965595245357,0.04870178103446965,0.05104655623435972,0.05356003046035762,0.05904532074928287,0.015285664796829301
right_iris_rel_face_y,5397.0,-0.060338099191249335,0.0024828766657882598,-0.06565768718719478,-0.062217050790786765,-0.0600084245204926,-0.0587216317653656,-0.05283607244491573,0.012821614742279053
