dataset,ablation,model,model_parameters,num_features,features,train_samples,test_samples,mean_pixel_error,median_pixel_error,std_pixel_error,min_pixel_error,max_pixel_error,q25_pixel_error,q75_pixel_error,mean_x_error_pixels,median_x_error_pixels,mean_y_error_pixels,median_y_error_pixels,p90_pixel_error
ExperimentHeadStill,RELATIVE_IRIS_TO_FACE,linear,,4,"left_iris_rel_face_x, left_iris_rel_face_y, right_iris_rel_face_x, right_iris_rel_face_y",400,100,385.8866759662303,356.94244413026286,243.12342227761295,57.638450597455446,1445.1689164049747,234.54314281229432,468.42391355551734,256.5954271031895,206.86003549294279,234.56104752462036,189.07545941205439,685.8687026668049
ExperimentHeadStill,RELATIVE_IRIS_TO_FACE,ridge,{'alpha': 0.01},4,"left_iris_rel_face_x, left_iris_rel_face_y, right_iris_rel_face_x, right_iris_rel_face_y",400,100,385.8909702919677,356.9186492527109,243.11958234580166,57.642433067647524,1445.163146069239,234.53015141677255,468.4323707642001,256.59964029480835,206.8563605686194,234.5654913412046,189.08081969038545,685.856944830259
ExperimentHeadStill,RELATIVE_IRIS_TO_FACE,ridge,{'alpha': 0.1},4,"left_iris_rel_face_x, left_iris_rel_face_y, right_iris_rel_face_x, right_iris_rel_face_y",400,100,385.92972435739074,356.70518100552647,243.08514041024821,57.678844481954144,1445.1112275651876,234.413515835562,468.50831770164166,256.6376145709708,206.82329810879372,234.60537174749996,189.12893184404345,685.7510022505163
ExperimentHeadStill,RELATIVE_IRIS_TO_FACE,ridge,{'alpha': 1.0},4,"left_iris_rel_face_x, left_iris_rel_face_y, right_iris_rel_face_x, right_iris_rel_face_y",400,100,386.3271046250653,354.6368758401194,242.75204039488713,58.09627649409909,1444.5934337143779,232.49216456123224,469.25148982074916,257.02265939137226,206.49383574391052,234.9931608724416,187.53455598607565,684.6798361258578
ExperimentHeadStill,RELATIVE_IRIS_TO_FACE,elasticnet,"{'alpha': 0.01, 'l1_ratio': 0.5, 'max_iter': 2000}",4,"left_iris_rel_face_x, left_iris_rel_face_y, right_iris_rel_face_x, right_iris_rel_face_y",400,100,415.3314206400623,385.5569385327358,239.01485934501738,60.06949568818573,1452.5414743550505,256.85669020462586,509.44160871211585,289.6360649893556,228.98248848429705,244.99340047544138,207.48081474000958,765.8646065172206
ExperimentHeadStill,RELATIVE_IRIS_TO_FACE,lasso,{'alpha': 0.01},4,"left_iris_rel_face_x, left_iris_rel_face_y, right_iris_rel_face_x, right_iris_rel_face_y",400,100,449.28560222382407,385.9860306343313,246.81566566592087,60.51008944716483,1463.6205264519472,296.41376375293186,566.675411082797,321.9899361621837,254.1964030351183,260.39338763029104,233.04207890251217,789.0709190474488
ExperimentHeadStill,RELATIVE_IRIS_TO_FACE,random_forest,"{'n_estimators': 300, 'max_depth': 10, 'min_samples_leaf': 3}",4,"left_iris_rel_face_x, left_iris_rel_face_y, right_iris_rel_face_x, right_iris_rel_face_y",400,100,456.51790558927746,393.0057009947907,272.3318333575103,54.18877660940618,1469.257404423662,264.80158928825244,585.4574807320548,321.93358427499174,248.04090343684086,255.93865245166592,222.55232735435857,828.4875153768336
ExperimentHeadStill,RELATIVE_IRIS_TO_FACE,knn,"{'n_neighbors': 10, 'weights': 'distance'}",4,"left_iris_rel_face_x, left_iris_rel_face_y, right_iris_rel_face_x, right_iris_rel_face_y",400,100,456.8412163363865,389.8427285557945,306.00289226863833,24.576540535525947,1433.5631889514789,232.38536918291064,656.0889530208185,332.9215875781324,255.1300930404589,242.76868607635257,181.21603671673125,835.3828922466441
ExperimentHeadStill,RELATIVE_IRIS_TO_FACE,random_forest,"{'n_estimators': 300, 'max_depth': 5, 'min_samples_leaf': 3}",4,"left_iris_rel_face_x, left_iris_rel_face_y, right_iris_rel_face_x, right_iris_rel_face_y",400,100,457.5940232707964,408.68858501793795,270.76922849179726,42.71707394432591,1480.6837057870098,268.30147707234954,610.4808316792407,332.59996052197164,252.57063080089105,255.47335153326011,220.52864467622726,809.284204291499
ExperimentHeadStill,RELATIVE_IRIS_TO_FACE,random_forest,"{'n_estimators': 300, 'max_depth': 5, 'min_samples_leaf': 5}",4,"left_iris_rel_face_x, left_iris_rel_face_y, right_iris_rel_face_x, right_iris_rel_face_y",400,100,460.94155756947,419.3942989470385,269.6795444730442,54.64625266003888,1475.6748746682904,293.7718658646711,628.4893936685638,336.64173235281936,256.7607282546602,258.7364224490989,227.90555079625344,801.8447061133604
ExperimentHeadStill,RELATIVE_IRIS_TO_FACE,random_forest,"{'n_estimators': 100, 'max_depth': 10, 'min_samples_leaf': 3}",4,"left_iris_rel_face_x, left_iris_rel_face_y, right_iris_rel_face_x, right_iris_rel_face_y",400,100,462.5287831729569,402.21786183363815,272.2867865978952,52.252120599554914,1467.5386169186233,267.7089954577459,605.3876369488762,328.3963791982511,246.7775685980685,258.3089014063593,232.83704906204926,822.9029118041886
ExperimentHeadStill,RELATIVE_IRIS_TO_FACE,random_forest,"{'n_estimators': 300, 'max_depth': 10, 'min_samples_leaf': 5}",4,"left_iris_rel_face_x, left_iris_rel_face_y, right_iris_rel_face_x, right_iris_rel_face_y",400,100,463.1879260734607,413.43667798442993,268.9205322893115,64.17893384170323,1474.2645742009108,276.8612428849754,618.3785177628478,330.92323680970856,248.96031927429263,262.1519792567692,230.42938688214525,812.2746897052398
ExperimentHeadStill,RELATIVE_IRIS_TO_FACE,random_forest,"{'n_estimators': 100, 'max_depth': 5, 'min_samples_leaf': 3}",4,"left_iris_rel_face_x, left_iris_rel_face_y, right_iris_rel_face_x, right_iris_rel_face_y",400,100,467.38123977757243,426.263887317534,274.5757443283081,14.743697036260816,1485.5144897986204,291.95854821554474,625.984629160377,344.73811197566283,269.5633730340023,255.6821865579394,211.8877662094451,810.1980985301838
ExperimentHeadStill,RELATIVE_IRIS_TO_FACE,knn,"{'n_neighbors': 5, 'weights': 'distance'}",4,"left_iris_rel_face_x, left_iris_rel_face_y, right_iris_rel_face_x, right_iris_rel_face_y",400,100,470.347704709561,366.3743448369894,335.90456881536653,31.71101884770507,1482.531503403235,233.5488074870825,690.8906084616794,329.169000407526,227.91533404619017,268.1127785279668,192.58338746213622,920.8982726274298
ExperimentHeadStill,RELATIVE_IRIS_TO_FACE,random_forest,"{'n_estimators': 100, 'max_depth': 5, 'min_samples_leaf': 5}",4,"left_iris_rel_face_x, left_iris_rel_face_y, right_iris_rel_face_x, right_iris_rel_face_y",400,100,471.360592307319,423.6157089787905,272.9711267928288,28.991390614406946,1475.54928547806,302.46124587774983,641.6014524766989,349.9256474812331,282.8737926082389,258.66959949913166,218.30648268604295,807.3050390683336
ExperimentHeadStill,RELATIVE_IRIS_TO_FACE,svr,"{'kernel': 'rbf', 'C': 1.0, 'epsilon': 0.1}",4,"left_iris_rel_face_x, left_iris_rel_face_y, right_iris_rel_face_x, right_iris_rel_face_y",400,100,472.3429840405442,387.36988719759506,317.84335455086295,66.83696486723329,1631.07366008783,253.01408414231534,644.1968517037521,285.0246229634351,235.55436234776136,315.48990814124494,210.26509354215085,996.3039803279866
ExperimentHeadStill,RELATIVE_IRIS_TO_FACE,random_forest,"{'n_estimators': 100, 'max_depth': 10, 'min_samples_leaf': 5}",4,"left_iris_rel_face_x, left_iris_rel_face_y, right_iris_rel_face_x, right_iris_rel_face_y",400,100,472.5735971552752,413.1167848887113,269.5587467798088,68.84941975821017,1470.911138058218,295.2096080563427,639.3178892042861,342.0845376534946,267.86025862340693,263.03069868932454,226.5618657072847,810.2186693339024
ExperimentHeadStill,SQUARED_AND_INTERACTIONS,elasticnet,"{'alpha': 0.1, 'l1_ratio': 0.5, 'max_iter': 2000}",14,"avg_iris_rel_face_x_norm, avg_iris_rel_face_y_norm, face_yaw, face_pitch, face_roll, yaw_avg_iris_x_interaction, pitch_avg_iris_y_interaction, roll_avg_iris_x_interaction, roll_avg_iris_y_interaction, yaw_squared, pitch_squared, roll_squared, avg_iris_rel_face_x_norm_squared, avg_iris_rel_face_y_norm_squared",400,100,474.9992007718017,459.4844597948394,249.1598035453266,60.39713071119639,1347.163116658061,287.0850916031321,586.8371186864824,373.66635851187056,304.42747243945746,231.5666051497845,213.7508634511015,811.560503575
ExperimentHeadStill,RELATIVE_IRIS_TO_FACE,hist_gradient_boosting,"{'max_iter': 2000, 'learning_rate': 0.001, 'max_depth': 5, 'min_samples_leaf': 3}",4,"left_iris_rel_face_x, left_iris_rel_face_y, right_iris_rel_face_x, right_iris_rel_face_y",400,100,485.2149461010647,421.4436470854734,284.33838100283475,75.71345660998138,1484.2086496443987,286.9151026140412,651.688271268403,352.2399183385794,343.90107485990586,270.15576999276556,224.2244553889035,829.5766025690785
ExperimentHeadStill,RELATIVE_IRIS_TO_FACE,hist_gradient_boosting,"{'max_iter': 2000, 'learning_rate': 0.001, 'max_depth': 5, 'min_samples_leaf': 5}",4,"left_iris_rel_face_x, left_iris_rel_face_y, right_iris_rel_face_x, right_iris_rel_face_y",400,100,486.2860303511014,427.2129871839507,288.6975281813097,59.36449229649581,1461.1290172573638,271.8263501197453,672.366088521485,350.443730650546,354.0013512448728,272.6827490044907,231.89085411970072,815.6243463187574
ExperimentHeadStill,RELATIVE_IRIS_TO_FACE,hist_gradient_boosting,"{'max_iter': 2000, 'learning_rate': 0.001, 'max_depth': 10, 'min_samples_leaf': 3}",4,"left_iris_rel_face_x, left_iris_rel_face_y, right_iris_rel_face_x, right_iris_rel_face_y",400,100,490.04454648244734,442.1036900092113,296.26977876889447,45.582524880435265,1434.3946052259025,284.17403409678843,674.4938730556026,348.62428941385656,331.8016421085426,272.682174965933,202.99737834411474,841.9525088462351
ExperimentHeadStill,RELATIVE_IRIS_TO_FACE,hist_gradient_boosting,"{'max_iter': 2000, 'learning_rate': 0.001, 'max_depth': 10, 'min_samples_leaf': 5}",4,"left_iris_rel_face_x, left_iris_rel_face_y, right_iris_rel_face_x, right_iris_rel_face_y",400,100,490.6170215554159,441.19689052111283,291.7560660094926,54.576009295414345,1448.1957945698698,270.78711174216295,688.0806048160194,349.03589183384497,314.2374044762624,277.9098200977722,219.35175173796267,832.7530114973658
ExperimentHeadStill,SQUARED_AND_INTERACTIONS,random_forest,"{'n_estimators': 100, 'max_depth': 5, 'min_samples_leaf': 3}",14,"avg_iris_rel_face_x_norm, avg_iris_rel_face_y_norm, face_yaw, face_pitch, face_roll, yaw_avg_iris_x_interaction, pitch_avg_iris_y_interaction, roll_avg_iris_x_interaction, roll_avg_iris_y_interaction, yaw_squared, pitch_squared, roll_squared, avg_iris_rel_face_x_norm_squared, avg_iris_rel_face_y_norm_squared",400,100,495.8283202259193,444.895886809974,332.23912119337086,26.858650497328757,1533.2684865635006,259.79019394567933,684.9056091691075,393.5805093983077,317.4526268116902,235.8396442869227,220.1230955236598,996.3758616955533
ExperimentHeadStill,SQUARED_AND_INTERACTIONS,random_forest,"{'n_estimators': 300, 'max_depth': 5, 'min_samples_leaf': 5}",14,"avg_iris_rel_face_x_norm, avg_iris_rel_face_y_norm, face_yaw, face_pitch, face_roll, yaw_avg_iris_x_interaction, pitch_avg_iris_y_interaction, roll_avg_iris_x_interaction, roll_avg_iris_y_interaction, yaw_squared, pitch_squared, roll_squared, avg_iris_rel_face_x_norm_squared, avg_iris_rel_face_y_norm_squared",400,100,496.29632801249556,444.63543282097123,330.84809928091113,45.589165147578846,1548.8043639055768,254.0273600019404,699.8138159048078,395.2052564002181,318.68492410835006,233.94982617554112,210.20739605347222,974.1471698882358
ExperimentHeadStill,SQUARED_AND_INTERACTIONS,random_forest,"{'n_estimators': 300, 'max_depth': 5, 'min_samples_leaf': 3}",14,"avg_iris_rel_face_x_norm, avg_iris_rel_face_y_norm, face_yaw, face_pitch, face_roll, yaw_avg_iris_x_interaction, pitch_avg_iris_y_interaction, roll_avg_iris_x_interaction, roll_avg_iris_y_interaction, yaw_squared, pitch_squared, roll_squared, avg_iris_rel_face_x_norm_squared, avg_iris_rel_face_y_norm_squared",400,100,496.7524344422932,438.2091958813164,333.6437029024925,30.257856569312242,1539.794739598917,258.4352884489708,695.7896022449409,396.08388084258263,317.7151264561273,235.08317863567075,219.7727299035881,1005.066421666147
ExperimentHeadStill,SQUARED_AND_INTERACTIONS,random_forest,"{'n_estimators': 100, 'max_depth': 5, 'min_samples_leaf': 5}",14,"avg_iris_rel_face_x_norm, avg_iris_rel_face_y_norm, face_yaw, face_pitch, face_roll, yaw_avg_iris_x_interaction, pitch_avg_iris_y_interaction, roll_avg_iris_x_interaction, roll_avg_iris_y_interaction, yaw_squared, pitch_squared, roll_squared, avg_iris_rel_face_x_norm_squared, avg_iris_rel_face_y_norm_squared",400,100,496.88668227271876,445.2478067971778,330.1943698325202,43.56885713869534,1540.7852030226813,255.15186692931954,695.2551579098991,393.93186452087315,314.60812131587454,235.82194650456339,211.28829112482953,980.6759548614403
ExperimentHeadStill,RELATIVE_IRIS_TO_FACE,decision_tree,"{'max_depth': 5, 'min_samples_leaf': 3}",4,"left_iris_rel_face_x, left_iris_rel_face_y, right_iris_rel_face_x, right_iris_rel_face_y",400,100,500.86500256174475,495.4095246434388,292.23250333137855,69.64194509438221,1500.0250560970373,271.2893439886204,661.0925510933481,345.5527796397151,297.75,290.30848767441506,240.0,858.430415221745
ExperimentHeadStill,SQUARED_AND_INTERACTIONS,random_forest,"{'n_estimators': 300, 'max_depth': 10, 'min_samples_leaf': 5}",14,"avg_iris_rel_face_x_norm, avg_iris_rel_face_y_norm, face_yaw, face_pitch, face_roll, yaw_avg_iris_x_interaction, pitch_avg_iris_y_interaction, roll_avg_iris_x_interaction, roll_avg_iris_y_interaction, yaw_squared, pitch_squared, roll_squared, avg_iris_rel_face_x_norm_squared, avg_iris_rel_face_y_norm_squared",400,100,502.5553499648021,428.42196107587245,336.9195229527789,29.42307825564193,1557.7684930220912,273.3207457920274,720.2410424157916,403.52581003393016,317.000760956771,230.75130195476206,196.48784394609385,989.4867218487522
ExperimentHeadStill,SQUARED_AND_INTERACTIONS,lasso,{'alpha': 0.1},14,"avg_iris_rel_face_x_norm, avg_iris_rel_face_y_norm, face_yaw, face_pitch, face_roll, yaw_avg_iris_x_interaction, pitch_avg_iris_y_interaction, roll_avg_iris_x_interaction, roll_avg_iris_y_interaction, yaw_squared, pitch_squared, roll_squared, avg_iris_rel_face_x_norm_squared, avg_iris_rel_face_y_norm_squared",400,100,503.05238484076585,492.3704728188939,222.38851440777492,60.84165937393513,1253.9956384258057,322.1864992816005,621.0093251311848,395.49189201067054,319.9952060063945,248.39849112317333,259.0867905033271,719.8181972647335
ExperimentHeadStill,SQUARED_AND_INTERACTIONS,knn,"{'n_neighbors': 10, 'weights': 'distance'}",14,"avg_iris_rel_face_x_norm, avg_iris_rel_face_y_norm, face_yaw, face_pitch, face_roll, yaw_avg_iris_x_interaction, pitch_avg_iris_y_interaction, roll_avg_iris_x_interaction, roll_avg_iris_y_interaction, yaw_squared, pitch_squared, roll_squared, avg_iris_rel_face_x_norm_squared, avg_iris_rel_face_y_norm_squared",400,100,503.92113257454236,485.2180315586462,278.39397629730485,51.00067027201695,1592.3119529021735,301.03381931117485,644.0775638149137,384.10983832701305,346.8038244102804,240.09268005544303,191.14156131245437,880.3942450205104
ExperimentHeadStill,SQUARED_AND_INTERACTIONS,random_forest,"{'n_estimators': 100, 'max_depth': 10, 'min_samples_leaf': 5}",14,"avg_iris_rel_face_x_norm, avg_iris_rel_face_y_norm, face_yaw, face_pitch, face_roll, yaw_avg_iris_x_interaction, pitch_avg_iris_y_interaction, roll_avg_iris_x_interaction, roll_avg_iris_y_interaction, yaw_squared, pitch_squared, roll_squared, avg_iris_rel_face_x_norm_squared, avg_iris_rel_face_y_norm_squared",400,100,505.3321066392764,437.0145556370758,336.0749580398169,17.245493064648784,1543.5875798491177,274.04220529705776,719.8265777992985,405.2314218294568,323.57023467386597,231.37993528598815,196.74631009797952,997.9693660816928
ExperimentHeadStill,SQUARED_AND_INTERACTIONS,svr,"{'kernel': 'rbf', 'C': 1.0, 'epsilon': 0.1}",14,"avg_iris_rel_face_x_norm, avg_iris_rel_face_y_norm, face_yaw, face_pitch, face_roll, yaw_avg_iris_x_interaction, pitch_avg_iris_y_interaction, roll_avg_iris_x_interaction, roll_avg_iris_y_interaction, yaw_squared, pitch_squared, roll_squared, avg_iris_rel_face_x_norm_squared, avg_iris_rel_face_y_norm_squared",400,100,505.68857998200474,456.57451456111824,262.8880826582171,112.30913104944673,1580.805011406764,333.669141377512,660.5702597282975,398.86859247809974,341.2504928201908,260.4168491120005,209.42248149564892,813.3347143395572
ExperimentHeadStill,SQUARED_AND_INTERACTIONS,random_forest,"{'n_estimators': 100, 'max_depth': 10, 'min_samples_leaf': 3}",14,"avg_iris_rel_face_x_norm, avg_iris_rel_face_y_norm, face_yaw, face_pitch, face_roll, yaw_avg_iris_x_interaction, pitch_avg_iris_y_interaction, roll_avg_iris_x_interaction, roll_avg_iris_y_interaction, yaw_squared, pitch_squared, roll_squared, avg_iris_rel_face_x_norm_squared, avg_iris_rel_face_y_norm_squared",400,100,507.397848176164,417.7066887822088,339.8553392408789,40.81911531565149,1556.085896576722,296.34843708846137,717.241731376731,407.68388168833997,305.94564935064943,235.33765320538166,208.55967848124112,1024.9866030194357
ExperimentHeadStill,RELATIVE_IRIS_TO_FACE,mlp,"{'hidden_layer_sizes': (64, 32), 'activation': 'relu', 'solver': 'adam', 'alpha': 1.0, 'learning_rate_init': 0.001, 'max_iter': 2000}",4,"left_iris_rel_face_x, left_iris_rel_face_y, right_iris_rel_face_x, right_iris_rel_face_y",400,100,507.639715138945,402.1380255921248,431.01204408718814,43.10662917923146,1956.1733989105041,181.4690480703772,685.040117848949,326.59558188117137,198.07682437528376,346.17413875660185,260.2890455229316,1026.4214784594894
ExperimentHeadStill,SQUARED_AND_INTERACTIONS,knn,"{'n_neighbors': 5, 'weights': 'distance'}",14,"avg_iris_rel_face_x_norm, avg_iris_rel_face_y_norm, face_yaw, face_pitch, face_roll, yaw_avg_iris_x_interaction, pitch_avg_iris_y_interaction, roll_avg_iris_x_interaction, roll_avg_iris_y_interaction, yaw_squared, pitch_squared, roll_squared, avg_iris_rel_face_x_norm_squared, avg_iris_rel_face_y_norm_squared",400,100,509.1540760651691,477.70044855059496,290.41188415633695,24.36380389425087,1527.4287763289808,302.82522049951785,699.0366082141089,389.06899716293964,330.7835972269979,253.36203168056556,210.11899175717224,845.0375026972572
ExperimentHeadStill,SQUARED_AND_INTERACTIONS,random_forest,"{'n_estimators': 300, 'max_depth': 10, 'min_samples_leaf': 3}",14,"avg_iris_rel_face_x_norm, avg_iris_rel_face_y_norm, face_yaw, face_pitch, face_roll, yaw_avg_iris_x_interaction, pitch_avg_iris_y_interaction, roll_avg_iris_x_interaction, roll_avg_iris_y_interaction, yaw_squared, pitch_squared, roll_squared, avg_iris_rel_face_x_norm_squared, avg_iris_rel_face_y_norm_squared",400,100,509.16091547062683,421.42693960001816,340.84200712316186,8.770942876575694,1564.1950739054007,294.73387728429344,734.5264288391468,409.678923006643,314.4630736964488,236.64869015142943,198.60830865893382,1013.741295067936
ExperimentHeadStill,SQUARED_AND_INTERACTIONS,hist_gradient_boosting,"{'max_iter': 2000, 'learning_rate': 0.001, 'max_depth': 10, 'min_samples_leaf': 5}",14,"avg_iris_rel_face_x_norm, avg_iris_rel_face_y_norm, face_yaw, face_pitch, face_roll, yaw_avg_iris_x_interaction, pitch_avg_iris_y_interaction, roll_avg_iris_x_interaction, roll_avg_iris_y_interaction, yaw_squared, pitch_squared, roll_squared, avg_iris_rel_face_x_norm_squared, avg_iris_rel_face_y_norm_squared",400,100,509.84892617735983,468.2918165421861,311.86378421637454,61.759743507361385,1369.8559187679305,262.1510920362093,715.9922423896126,405.2610547069253,319.9808842075439,239.10694860755285,177.08288033710932,944.4704753477063
ExperimentHeadStill,SQUARED_AND_INTERACTIONS,hist_gradient_boosting,"{'max_iter': 2000, 'learning_rate': 0.001, 'max_depth': 5, 'min_samples_leaf': 3}",14,"avg_iris_rel_face_x_norm, avg_iris_rel_face_y_norm, face_yaw, face_pitch, face_roll, yaw_avg_iris_x_interaction, pitch_avg_iris_y_interaction, roll_avg_iris_x_interaction, roll_avg_iris_y_interaction, yaw_squared, pitch_squared, roll_squared, avg_iris_rel_face_x_norm_squared, avg_iris_rel_face_y_norm_squared",400,100,509.906330044118,489.0512025872828,309.42120673748036,36.36485403533557,1417.492662243925,272.08696052918174,726.9040015566532,401.95054852164606,362.5485200834419,240.20605425780627,170.61098854987458,954.9483747572815
ExperimentHeadStill,SQUARED_AND_INTERACTIONS,hist_gradient_boosting,"{'max_iter': 2000, 'learning_rate': 0.001, 'max_depth': 5, 'min_samples_leaf': 5}",14,"avg_iris_rel_face_x_norm, avg_iris_rel_face_y_norm, face_yaw, face_pitch, face_roll, yaw_avg_iris_x_interaction, pitch_avg_iris_y_interaction, roll_avg_iris_x_interaction, roll_avg_iris_y_interaction, yaw_squared, pitch_squared, roll_squared, avg_iris_rel_face_x_norm_squared, avg_iris_rel_face_y_norm_squared",400,100,513.1981785754247,489.0985781421839,313.51531533119277,37.250052950402925,1454.841046085554,250.07628558749448,760.6737338254883,414.3547476224044,392.92044394398783,231.82427873856264,168.75284079475605,963.9917695493829
ExperimentHeadStill,RELATIVE_IRIS_TO_FACE,elasticnet,"{'alpha': 0.1, 'l1_ratio': 0.5, 'max_iter': 2000}",4,"left_iris_rel_face_x, left_iris_rel_face_y, right_iris_rel_face_x, right_iris_rel_face_y",400,100,515.757276984775,511.6989336308362,258.01650023462287,85.72497944851548,1385.7433978917195,331.28112770110096,664.9934450503615,396.16387810467825,336.20374183383467,264.6306668819728,261.7267105602317,813.7906647590675
ExperimentHeadStill,RELATIVE_IRIS_TO_FACE,decision_tree,"{'max_depth': 5, 'min_samples_leaf': 5}",4,"left_iris_rel_face_x, left_iris_rel_face_y, right_iris_rel_face_x, right_iris_rel_face_y",400,100,517.1405841427419,492.30302010015816,324.7619957919527,77.25623356726622,1574.7992379982916,266.47146188663436,735.6682948177121,355.35415476190497,269.625,301.9551017888189,239.5,950.9301989365446
ExperimentHeadStill,SQUARED_AND_INTERACTIONS,hist_gradient_boosting,"{'max_iter': 2000, 'learning_rate': 0.001, 'max_depth': 10, 'min_samples_leaf': 3}",14,"avg_iris_rel_face_x_norm, avg_iris_rel_face_y_norm, face_yaw, face_pitch, face_roll, yaw_avg_iris_x_interaction, pitch_avg_iris_y_interaction, roll_avg_iris_x_interaction, roll_avg_iris_y_interaction, yaw_squared, pitch_squared, roll_squared, avg_iris_rel_face_x_norm_squared, avg_iris_rel_face_y_norm_squared",400,100,530.2439915587084,482.46928416639025,323.5416079081591,49.94406529436933,1485.954037732193,288.66289781035647,786.8549502748135,425.7639470191665,334.68257397097454,240.97163677970545,194.8956000790319,1001.5694623140317
ExperimentHeadStill,SQUARED_AND_INTERACTIONS,decision_tree,"{'max_depth': 10, 'min_samples_leaf': 5}",14,"avg_iris_rel_face_x_norm, avg_iris_rel_face_y_norm, face_yaw, face_pitch, face_roll, yaw_avg_iris_x_interaction, pitch_avg_iris_y_interaction, roll_avg_iris_x_interaction, roll_avg_iris_y_interaction, yaw_squared, pitch_squared, roll_squared, avg_iris_rel_face_x_norm_squared, avg_iris_rel_face_y_norm_squared",400,100,531.9036544459824,411.34675913394517,366.75416406803464,35.94942435020497,1649.0185838855791,266.4226194542008,749.5383865307132,414.69840476190467,280.00000000000006,270.9553968253968,233.03571428571433,1100.5477045544187
ExperimentHeadStill,RELATIVE_IRIS_TO_FACE,decision_tree,"{'max_depth': 10, 'min_samples_leaf': 5}",4,"left_iris_rel_face_x, left_iris_rel_face_y, right_iris_rel_face_x, right_iris_rel_face_y",400,100,533.5815630842593,480.84016493965464,336.87267671330574,62.44019360778555,1574.7992379982916,317.4379313783685,735.6682948177121,364.895641941392,269.625,320.30886523199024,245.36458333333331,1009.377883010923
ExperimentHeadStill,RELATIVE_IRIS_TO_FACE,svr,"{'kernel': 'rbf', 'C': 10.0, 'epsilon': 0.1}",4,"left_iris_rel_face_x, left_iris_rel_face_y, right_iris_rel_face_x, right_iris_rel_face_y",400,100,533.638897730799,471.34895027571906,387.75089648721263,22.809726398326813,2120.9103116784,246.93732658405563,697.1671495655185,287.4419040203708,188.53974971651064,370.320202824788,234.27217060492083,1068.4532971154729
ExperimentHeadStill,RELATIVE_IRIS_TO_FACE,mlp,"{'hidden_layer_sizes': (32,), 'activation': 'relu', 'solver': 'adam', 'alpha': 1.0, 'learning_rate_init': 0.001, 'max_iter': 2000}",4,"left_iris_rel_face_x, left_iris_rel_face_y, right_iris_rel_face_x, right_iris_rel_face_y",400,100,538.2557786907184,437.34310291875494,323.93303590623424,79.53606920059853,1528.9255886101175,312.1110274003516,729.1877148610228,401.65660392068776,365.2375529215398,291.7577554222834,245.95902742030944,890.2480466149601
ExperimentHeadStill,SQUARED_AND_INTERACTIONS,decision_tree,"{'max_depth': 5, 'min_samples_leaf': 3}",14,"avg_iris_rel_face_x_norm, avg_iris_rel_face_y_norm, face_yaw, face_pitch, face_roll, yaw_avg_iris_x_interaction, pitch_avg_iris_y_interaction, roll_avg_iris_x_interaction, roll_avg_iris_y_interaction, yaw_squared, pitch_squared, roll_squared, avg_iris_rel_face_x_norm_squared, avg_iris_rel_face_y_norm_squared",400,100,541.5120960933475,458.16613232929683,347.5393858703284,54.6008241696039,1635.207096975793,308.50319683658586,773.0461610118058,422.23348750269344,328.96153846153857,259.9499456975772,204.0441176470589,1021.0729106625485
ExperimentHeadStill,RELATIVE_IRIS_TO_FACE,decision_tree,"{'max_depth': 10, 'min_samples_leaf': 3}",4,"left_iris_rel_face_x, left_iris_rel_face_y, right_iris_rel_face_x, right_iris_rel_face_y",400,100,546.7913510283958,401.7162662266901,361.7759623857613,37.3530453912395,1672.9845337001775,255.86997566038184,817.7391087626909,372.06051098901094,244.49999999999997,336.0689743589744,281.04166666666674,1112.1925417840205
ExperimentHeadStill,RELATIVE_IRIS_TO_FACE,lasso,{'alpha': 0.1},4,"left_iris_rel_face_x, left_iris_rel_face_y, right_iris_rel_face_x, right_iris_rel_face_y",400,100,554.4241697902089,563.2095141234888,245.73387270852396,103.38211615462545,1288.5445831191037,400.57331997762526,687.260797227013,430.9930059592124,371.8219763971547,278.82971372158926,301.3369038311323,802.2193878277512
ExperimentHeadStill,SQUARED_AND_INTERACTIONS,decision_tree,"{'max_depth': 5, 'min_samples_leaf': 5}",14,"avg_iris_rel_face_x_norm, avg_iris_rel_face_y_norm, face_yaw, face_pitch, face_roll, yaw_avg_iris_x_interaction, pitch_avg_iris_y_interaction, roll_avg_iris_x_interaction, roll_avg_iris_y_interaction, yaw_squared, pitch_squared, roll_squared, avg_iris_rel_face_x_norm_squared, avg_iris_rel_face_y_norm_squared",400,100,559.4209243493365,487.7370449105713,337.484006576032,59.036039046077754,1562.4949422140367,299.7249103628619,772.0479232443513,422.0729105796166,331.58653846153857,276.9183751847567,213.60197368421058,1027.5074539077873
ExperimentHeadStill,RELATIVE_IRIS_TO_FACE,mlp,"{'hidden_layer_sizes': (32,), 'activation': 'relu', 'solver': 'adam', 'alpha': 0.1, 'learning_rate_init': 0.001, 'max_iter': 2000}",4,"left_iris_rel_face_x, left_iris_rel_face_y, right_iris_rel_face_x, right_iris_rel_face_y",400,100,564.7890573010267,470.14768785594,341.0100360156779,103.22698526788213,1636.90280521776,318.7471975724772,743.4829323051988,426.7656324778319,364.6913101734235,298.3520107163142,258.7797623533165,953.0770864168296
