,count,mean,std,min,25%,50%,75%,max,range
avg_iris_rel_face_x_norm,500.0,0.004938143032084995,0.014793391318385354,-0.030466430960977592,-0.006591563517438864,0.004664760416015434,0.017471835315531082,0.03805724704856505,0.06852367800954265
avg_iris_rel_face_y_norm,500.0,-0.16730115658362685,0.0034819269922290574,-0.17443276688913964,-0.1700209399358936,-0.16761666211664877,-0.16470126733597706,-0.15250840179577382,0.021924365093365816
face_yaw,500.0,-0.014937923048825718,0.03736366416773458,-0.176718106648328,-0.0342670788304457,-0.01281638116583045,0.007879359352314399,0.1096892682725114,0.2864073749208394
face_pitch,500.0,0.04512729067669758,0.014351755507736517,0.016785770073026,0.03359384603056825,0.043733515209412696,0.054207862357713646,0.085357483802467,0.06857171372944099
face_roll,500.0,0.02811797623093209,0.025198632146206473,8.447742446941387e-05,0.011002951913784625,0.0250675663218365,0.036440612497736974,0.1918389377836838,0.1917544603592144
