,count,mean,std,min,25%,50%,75%,max,range
leftdx,500.0,0.4232323442697525,0.019405274790169392,0.3887408375740051,0.40836264193058014,0.4222346544265747,0.4333348125219345,0.5055021047592163,0.11676126718521118
leftdy,500.0,0.5081217703223229,0.006545737923843813,0.4869676232337951,0.5041179656982422,0.5073468387126923,0.5119888335466385,0.5269917249679565,0.04002410173416143
rightdx,500.0,0.5450978385210037,0.01952837011181214,0.5101479291915894,0.5295888483524323,0.5427042245864868,0.5567968040704727,0.6218794584274292,0.11173152923583984
rightdy,500.0,0.5096919440031051,0.007305114767591605,0.4959841668605804,0.5038742572069168,0.5092471837997437,0.51473468542099,0.5322374701499939,0.03625330328941351
face_yaw,500.0,-0.014937923048825718,0.03736366416773458,-0.176718106648328,-0.0342670788304457,-0.01281638116583045,0.007879359352314399,0.1096892682725114,0.2864073749208394
face_pitch,500.0,0.04512729067669758,0.014351755507736517,0.016785770073026,0.03359384603056825,0.043733515209412696,0.054207862357713646,0.085357483802467,0.06857171372944099
face_roll,500.0,0.02811797623093209,0.025198632146206473,8.447742446941387e-05,0.011002951913784625,0.0250675663218365,0.036440612497736974,0.1918389377836838,0.1917544603592144
