,count,mean,std,min,25%,50%,75%,max,range
target_dot_x,5392.0,0.5058466246290801,0.28018098998738195,0.015625,0.265625,0.509375,0.746875,0.984375,0.96875
target_dot_y,5392.0,0.5056043675816023,0.2777705305803555,0.0208333333333333,0.2666666666666666,0.5083333333333333,0.7479166666666667,0.9791666666666666,0.9583333333333334
