,count,mean,std,min,25%,50%,75%,max,range
avg_iris_rel_face_x_norm,5392.0,0.010645953687314228,0.011909080741077884,-0.014963086807602952,0.0007534387378205046,0.010648299058765682,0.020308001327943366,0.03552646416622107,0.05048955097382402
avg_iris_rel_face_y_norm,5392.0,-0.1757223660447479,0.0028711337684397386,-0.18184322138224007,-0.17786340685946048,-0.17575883396654773,-0.1738049472791593,-0.16545695408198666,0.016386267300253415
face_yaw,5392.0,-0.037814881350527345,0.01947247298899868,-0.0776164941279496,-0.051015346519535675,-0.04057924996510465,-0.027473898070187474,0.0553155599271006,0.1329320540550502
face_pitch,5392.0,0.0087990324179866,0.009824652491612601,-0.0197948904960163,0.00045296474781420003,0.00867580977239135,0.01643903241672225,0.038793406327736,0.0585882968237523
face_roll,5392.0,0.038589447327213706,0.018140837181180713,0.000579421368467,0.028826867098715923,0.03441218118520095,0.04270030003220163,0.127394300578281,0.126814879209814
yaw_avg_iris_x_interaction,5392.0,-0.00029679453093952625,0.0004799094521030081,-0.0014839180898113772,-0.0006294488121541177,-0.0002808325438091043,2.531383101003448e-05,0.0011629976414579237,0.002646915731269301
pitch_avg_iris_y_interaction,5392.0,-0.0015350179663260613,0.0017151452237743271,-0.006806421037963368,-0.0028559517943387673,-0.0015352079947052646,-7.98815581800603e-05,0.00350368089418635,0.010310101932149717
roll_avg_iris_x_interaction,5392.0,0.0004921277748524396,0.0006113685922341948,-0.00042473963573894124,2.4804085190061177e-05,0.0003600065089896375,0.0007958865328895363,0.0026475537796404216,0.003072293415379363
roll_avg_iris_y_interaction,5392.0,-0.006781160726821595,0.003162433657608428,-0.02158917617169178,-0.0075644156409350165,-0.006036405083126563,-0.005024677726385696,-0.0001029231222178451,0.021486253049473936
yaw_squared,5392.0,0.0018090721336799362,0.001277185672577124,1.6338570771248536e-08,0.0007881295255917069,0.0016732352024801038,0.0026045802335771333,0.0060243201607140355,0.006024303822143264
pitch_squared,5392.0,0.00017392886677614332,0.00022330644030549984,1.0430325296664553e-12,1.0798401778019294e-05,7.830295335067649e-05,0.0002713782671653783,0.0015049283745088276,0.001504928373465795
roll_squared,5392.0,0.0018181743856469298,0.0019896338491145814,3.3572912223617094e-07,0.0008309882720426709,0.001184198216250113,0.001823315622842813,0.016229307819829404,0.01622897209070717
avg_iris_rel_face_x_norm_squared,5392.0,0.0002551362309305566,0.000291923859178053,1.953421373480577e-11,3.204699857791066e-05,0.00012049078451063303,0.00041241494517964326,0.00126212965615379,0.0012621296366195764
avg_iris_rel_face_y_norm_squared,5392.0,0.030886591808658465,0.0010067845955308978,0.02737600365408864,0.03020815970027414,0.0308911677172865,0.03163539150006456,0.03306695716267037,0.005690953508581731
