head_condition:,leftdx,leftdy,rightdx,rightdy,face_center_x,face_center_y,face_width,face_height,face_yaw,face_pitch,face_roll,dot_x,dot_y
RIGHT,0.38657814264297485,0.496599018573761,0.4990394711494446,0.49000900983810425,0.44502063393592833,0.564971512556076,0.24458277225494385,0.4166278541088104,-0.25750532848469254,0.03078143031712172,0.051872892668541705,0.6796875,0.20625
UP,0.4976228177547455,0.4886142909526825,0.6024273633956909,0.5005781650543213,0.5457670331001282,0.5650027334690094,0.24295490980148315,0.40550902485847473,0.27676469238908596,0.02160951007321801,0.10131425530734525,0.6796875,0.20625
DOWN,0.4436871409416199,0.4568383991718292,0.5567976832389832,0.4648045599460602,0.49778504967689513,0.5324889540672302,0.25790882110595703,0.4038788080215454,0.00662966328571904,-0.017858571225753628,0.06888939504171682,0.6796875,0.20625
CENTER,0.41921061277389526,0.5245586633682251,0.538425087928772,0.5235390067100525,0.48093624114990235,0.5955533266067505,0.2648293077945709,0.42790573835372925,-0.038371364037956844,0.0715366634689438,0.01571063578217039,0.1875,0.7854166666666667
LEFT,0.36244767904281616,0.5198968052864075,0.4673936367034912,0.5116743445396423,0.4227436423301697,0.586498087644577,0.2283606231212616,0.4206145703792572,-0.40658910636474127,0.055301125880833246,0.0767002280725771,0.1875,0.7854166666666667
RIGHT,0.5006611943244934,0.5075512528419495,0.6066188216209412,0.51718670129776,0.549576073884964,0.5808108747005463,0.24646654725074768,0.41764959692955017,0.2855133799151032,0.05422518703624484,0.07857504287163479,0.1875,0.7854166666666667
UP,0.43005308508872986,0.4539574384689331,0.5437442064285278,0.4515365660190582,0.490259712934494,0.5226581394672394,0.25672245025634766,0.3972553312778473,-0.00454471791614195,-0.030111569845240813,0.02680750270989,0.1875,0.7854166666666667
DOWN,0.4227970242500305,0.5553978681564331,0.5471804738044739,0.55657559633255,0.4887605428695679,0.6211086690425873,0.2695455551147461,0.4213777482509613,-0.012942083364291552,0.11403431097515392,0.0038155866468386774,0.1875,0.7854166666666667
CENTER,0.43616849184036255,0.47821861505508423,0.551098108291626,0.48091059923171997,0.494508296251297,0.5531240344047547,0.26054444909095764,0.4203389883041382,0.0011808513911649875,0.018277345898069203,0.014127419358168728,0.3765625,0.39791666666666664
LEFT,0.3738405108451843,0.4889410734176636,0.48177018761634827,0.48134496808052063,0.42975457310676574,0.558834683895111,0.23441171646118164,0.4170147776603699,-0.3712306523432812,0.024936942092780703,0.06609081370580965,0.3765625,0.39791666666666664
RIGHT,0.5236965417861938,0.4850355386734009,0.6217830777168274,0.5059630274772644,0.5685269832611084,0.5656671822071075,0.23322314023971558,0.40740129351615906,0.37391392685865876,0.01588877902233331,0.19880329966714919,0.3765625,0.39791666666666664
UP,0.4329470992088318,0.5491815805435181,0.5524187684059143,0.5504257678985596,0.49254885911941526,0.6186614155769348,0.2678470313549042,0.425822913646698,6.548016095769047e-05,0.10942959688683972,0.003993962935108742,0.3765625,0.39791666666666664
DOWN,0.4337637424468994,0.43865111470222473,0.542229413986206,0.4410426914691925,0.4893269717693329,0.5064963579177857,0.24771153926849365,0.36719733476638794,-0.0002823689637167311,-0.07900326740360315,0.016234049943809597,0.3765625,0.39791666666666664
CENTER,0.41488751769065857,0.49945202469825745,0.5325872898101807,0.49548059701919556,0.4764117538928986,0.5720202267169953,0.26327717304229736,0.42855796217918396,-0.04130769847260326,0.04059434831066635,0.040508362809945846,0.31875,0.3125
LEFT,0.3482254445552826,0.5046560168266296,0.4507017731666565,0.4943223297595978,0.4079395294189453,0.5715425670146942,0.22720912098884583,0.4154945909976959,-0.4772278473159246,0.03591535026074682,0.08648272682628182,0.31875,0.3125
RIGHT,0.5032253861427307,0.4886518716812134,0.6080268621444702,0.5016347765922546,0.552024781703949,0.5665804207324981,0.24499988555908203,0.41433224081993103,0.3094290212961413,0.023014658393635243,0.10978217217754414,0.31875,0.3125
UP,0.4434996247291565,0.4348445236682892,0.549206018447876,0.44097810983657837,0.496538245677948,0.5007954418659211,0.2412298619747162,0.346291720867157,0.01248176038266782,-0.08964043752886282,0.05273687711884048,0.31875,0.3125
DOWN,0.4428080916404724,0.5652614235877991,0.5616780519485474,0.5686929225921631,0.5009914100170135,0.6328997492790223,0.268833726644516,0.4210057258605957,0.02733593235810226,0.1391926497854262,0.02112959153383349,0.31875,0.3125
CENTER,0.42773786187171936,0.47952958941459656,0.5442056655883789,0.48155975341796875,0.48934069871902464,0.5550588667392731,0.263731986284256,0.4272496998310089,-0.014063984391217596,0.023769086491387734,0.008387031966083116,0.084375,0.175
LEFT,0.357069730758667,0.49665623903274536,0.4564623236656189,0.4895545244216919,0.41385037302970884,0.5658248722553253,0.22628289461135864,0.4214088022708893,-0.46525323879457287,0.03932130624231045,0.05957986419926019,0.084375,0.175
RIGHT,0.525631308555603,0.4982188642024994,0.620901346206665,0.5102459192276001,0.5691082119941712,0.5717143535614013,0.22622638940811157,0.409534752368927,0.43020799383682934,0.030401683750183567,0.11803177717877557,0.084375,0.175
UP,0.4585057199001312,0.4571561813354492,0.5711067914962769,0.4673863351345062,0.5164257645606994,0.5359068095684052,0.25582730770111084,0.4106791913509369,0.08428194321155061,-0.016214714443073628,0.08161773479957318,0.084375,0.175
DOWN,0.43651777505874634,0.5467081069946289,0.5557507276535034,0.547212541103363,0.49428128600120547,0.6158948361873626,0.26944783329963684,0.4224834144115448,0.005809923473391549,0.10336242647972223,0.004231007663536346,0.084375,0.175
CENTER,0.42263540625572205,0.4972853362560272,0.5402663350105286,0.49711450934410095,0.48483256101608274,0.5710259795188903,0.26625943183898926,0.4277365207672119,-0.03015395698140983,0.043201247229045676,0.008660382303841854,0.059375,0.30625
LEFT,0.36331936717033386,0.5034493207931519,0.46482211351394653,0.498369425535202,0.4201175332069397,0.5738947272300721,0.22930127382278442,0.4216095209121704,-0.4312482567752793,0.049367110797951884,0.03968888749261392,0.059375,0.30625
RIGHT,0.4828999638557434,0.5012720227241516,0.5946823954582214,0.5094044208526611,0.5394607543945312,0.5767391681671142,0.2521834969520569,0.4246894121170044,0.22121730954632507,0.054923814466760215,0.055703684881836885,0.059375,0.30625
UP,0.43139004707336426,0.4536672830581665,0.5425351858139038,0.45384830236434937,0.48674061298370364,0.5273414671421051,0.25626295804977417,0.39686235785484314,-0.031946357834468656,-0.030011096767158855,0.0010889084445766814,0.059375,0.30625
DOWN,0.43140825629234314,0.5685502290725708,0.5547380447387695,0.5703943967819214,0.4910671055316925,0.6362959027290345,0.2706632614135742,0.41356778144836426,-0.008959527643396486,0.1303871029482385,0.004124449448437723,0.059375,0.30625
CENTER,0.44130975008010864,0.47847825288772583,0.5551913976669312,0.4825805723667145,0.49269886016845704,0.5547473788261413,0.2603384256362915,0.4266131520271301,0.0014973370753023178,0.02285759274237322,0.02648283851688838,0.7671875,0.19166666666666668
LEFT,0.3679342567920685,0.49429020285606384,0.4783267378807068,0.48500367999076843,0.42254865169525146,0.5641425907611847,0.23296722769737244,0.4237464368343353,-0.39208621681514705,0.03644779070976964,0.08180580603385565,0.7671875,0.19166666666666668
RIGHT,0.526130199432373,0.49297600984573364,0.6232132911682129,0.5054519772529602,0.5708627164363861,0.5680960237979888,0.22774818539619446,0.4108017385005951,0.4282767865473273,0.02644484246804262,0.1151253490065278,0.7671875,0.19166666666666668
UP,0.4601287245750427,0.43835383653640747,0.5670136213302612,0.4495537579059601,0.5122189342975616,0.5117802858352661,0.24594083428382874,0.37425607442855835,0.06849160941567943,-0.07676117519181076,0.09638603277809212,0.7671875,0.19166666666666668
DOWN,0.44594988226890564,0.600366473197937,0.5721487402915955,0.6012154817581177,0.5017826020717621,0.6630840003490448,0.2698238790035248,0.3930550515651703,0.03140161128155544,0.17632948077901914,0.009489167928990867,0.7671875,0.19166666666666668
CENTER,0.43662747740745544,0.48573315143585205,0.5527771711349487,0.48937422037124634,0.49436303973197937,0.5640682518482208,0.2643517255783081,0.4389016330242157,0.046777446931130534,0.007528674188629869,0.01949911834926937,0.1125,0.8479166666666667
LEFT,0.36609315872192383,0.509678065776825,0.46947789192199707,0.5058624744415283,0.42208549976348875,0.5785213708877563,0.22989115118980408,0.4221886396408081,-0.4546683913528714,0.04231408342333566,0.03285733094521238,0.1125,0.8479166666666667
RIGHT,0.5240114331245422,0.5208878517150879,0.6262449622154236,0.5313704013824463,0.5696776211261749,0.5959320962429047,0.23998990654945374,0.41905930638313293,0.383322229431652,0.05665156635266291,0.08971449796697756,0.1125,0.8479166666666667
UP,0.4328710436820984,0.4569488763809204,0.5446273684501648,0.45661062002182007,0.49096742272377014,0.5250148296356201,0.2535254955291748,0.37966591119766235,-0.04467394953557722,-0.049675598851255554,0.008003369405247263,0.1125,0.8479166666666667
DOWN,0.4233188033103943,0.5998286604881287,0.5512818694114685,0.603299081325531,0.489506322145462,0.6651576578617096,0.273883193731308,0.41033533215522766,-0.041642514495383295,0.1466646606484668,0.014852861691185522,0.1125,0.8479166666666667
CENTER,0.4393060803413391,0.49050813913345337,0.5557276010513306,0.49309438467025757,0.4972367167472839,0.5674031257629395,0.26696276664733887,0.43445706367492676,-0.011407285551873097,0.02510968612892339,0.01672078215432881,0.1640625,0.03958333333333333
LEFT,0.36216434836387634,0.5000659227371216,0.4636857509613037,0.48934492468833923,0.4217125177383423,0.5706379413604736,0.2283358871936798,0.42115509510040283,-0.47713373866648845,0.01826584637854683,0.0884945629147504,0.1640625,0.03958333333333333
RIGHT,0.5043473839759827,0.5008217692375183,0.6099265217781067,0.5061965584754944,0.5537250518798829,0.5771214902400971,0.25091350078582764,0.427011638879776,0.3098847167090694,0.03177961148183089,0.03947816566203703,0.1640625,0.03958333333333333
UP,0.4465957283973694,0.45054543018341064,0.5595059990882874,0.45503881573677063,0.5039406061172486,0.5262522399425507,0.2558092474937439,0.3961452543735504,0.015502356022589297,-0.05511208673749546,0.030935512414454327,0.1640625,0.03958333333333333
DOWN,0.4310775399208069,0.5579966902732849,0.552139937877655,0.5582897663116455,0.4942337691783905,0.6282135665416717,0.2730695605278015,0.4391833245754242,-0.025521642433982843,0.12420952479573404,0.003204693634215047,0.1640625,0.03958333333333333
CENTER,0.4443661570549011,0.49566367268562317,0.5620149374008179,0.49775126576423645,0.4999970614910126,0.5722083568572998,0.2667182385921478,0.43902915716171265,0.002898404494781263,0.033225753415804936,0.008377540182774748,0.6328125,0.2
LEFT,0.36711594462394714,0.49910813570022583,0.4715181887149811,0.49779632687568665,0.42006161212921145,0.5730815529823303,0.23341140151023865,0.42749619483947754,-0.45123906615268894,0.03581706356044927,0.0016403516270005654,0.6328125,0.2
RIGHT,0.5374229550361633,0.5092076659202576,0.6357219219207764,0.5231505632400513,0.5835650801658631,0.5859357833862304,0.23033052682876587,0.4163649082183838,0.43191971130643153,0.034054957709202166,0.12251658129228292,0.6328125,0.2
UP,0.44927191734313965,0.45097848773002625,0.5583446621894836,0.45541253685951233,0.5050134122371673,0.5210635900497437,0.24928614497184753,0.37718257308006287,0.026326429482148396,-0.07093703162581787,0.0344236917937359,0.6328125,0.2
DOWN,0.44734564423561096,0.6225947737693787,0.5746675133705139,0.6245988011360168,0.5083219468593597,0.685587465763092,0.2725154459476471,0.4031427502632141,0.028108230650558213,0.18826779415084807,0.012843491002114831,0.6328125,0.2
CENTER,0.4408937096595764,0.4964005649089813,0.5589205622673035,0.49797752499580383,0.49969780445098877,0.5712498843669891,0.26968348026275635,0.4396587312221527,0.013919432216062722,0.024201967409047103,0.0061187786916994755,0.6640625,0.8145833333333333
LEFT,0.3489096462726593,0.509517252445221,0.4488140642642975,0.5033494830131531,0.40798062086105347,0.5792971134185791,0.2255491018295288,0.4190412759780884,-0.516152381314801,0.030055419747477576,0.04811413708702208,0.6640625,0.8145833333333333
RIGHT,0.535542368888855,0.5150192975997925,0.6357875466346741,0.5283920168876648,0.5824034154415131,0.5917340278625488,0.23358795046806335,0.4208831191062927,0.41567191819350846,0.04558677808608026,0.11127591152293191,0.6640625,0.8145833333333333
UP,0.47041988372802734,0.45169302821159363,0.5819067358970642,0.4651504456996918,0.5278015732765198,0.5287204265594483,0.25172340869903564,0.39993226528167725,0.0956126347254629,-0.04296926114981929,0.11191531967002025,0.6640625,0.8145833333333333
DOWN,0.4693078100681305,0.5900430083274841,0.5919132232666016,0.5929436087608337,0.5232982099056244,0.6544191181659699,0.2705898582935333,0.40990450978279114,0.0614449227263781,0.1484792585316116,0.007964531623336478,0.6640625,0.8145833333333333
CENTER,0.45454907417297363,0.4946642518043518,0.5723153352737427,0.5002109408378601,0.5043531715869903,0.5699071884155273,0.2663378119468689,0.43153995275497437,0.010902207430970366,0.027268982943323923,0.035249842180411745,0.95,0.6895833333333333
LEFT,0.3242647349834442,0.5252622365951538,0.4244716167449951,0.49938881397247314,0.3919771373271942,0.5791493594646454,0.21758294105529785,0.4142138659954071,-0.5261198936236657,0.042534987597051266,0.23635206255537564,0.95,0.6895833333333333
RIGHT,0.5403270721435547,0.4978500008583069,0.640992283821106,0.5220614075660706,0.5799050152301788,0.579564779996872,0.23735567927360535,0.4221859872341156,0.3611891639414967,0.039016890260917335,0.21714550422567513,0.95,0.6895833333333333
UP,0.46902889013290405,0.44146451354026794,0.5758689045906067,0.4552552103996277,0.521508514881134,0.5167496979236603,0.2461947798728943,0.3753666579723358,0.08147113289720789,-0.07673410100581848,0.12101128150349932,0.95,0.6895833333333333
DOWN,0.46879929304122925,0.5882301330566406,0.5932880640029907,0.5922670364379883,0.5241870403289794,0.655334985256195,0.27361851930618286,0.4131457209587097,0.06851684882684171,0.1573351694129715,0.019356786469192557,0.95,0.6895833333333333
CENTER,0.4371677041053772,0.49114111065864563,0.5557155609130859,0.4989389181137085,0.4976385712623596,0.5658920407295227,0.26755982637405396,0.4212303161621094,0.012183361257713177,0.027606765574201025,0.05475963197065318,0.003125,0.9020833333333333
LEFT,0.342227965593338,0.5112293362617493,0.4498155117034912,0.49593064188957214,0.408987957239151,0.5732820153236389,0.23484578728675842,0.4222155809402466,-0.36374275914938825,0.044912602373764085,0.1341021612794817,0.003125,0.9020833333333333
RIGHT,0.517309844493866,0.49471962451934814,0.6178432703018188,0.5088518857955933,0.5613643884658813,0.5703730165958405,0.23853963613510132,0.4130162298679352,0.367366594611586,0.036688933346081205,0.12492117106915103,0.003125,0.9020833333333333
UP,0.4497884213924408,0.44091692566871643,0.5582399368286133,0.45066356658935547,0.5025205433368682,0.5154433608055115,0.24963295459747314,0.3862689137458801,0.04429859895046639,-0.0633720272626397,0.08184213808787774,0.003125,0.9020833333333333
DOWN,0.4249204099178314,0.5528096556663513,0.5463876128196716,0.5514691472053528,0.48945966362953186,0.618161427974701,0.27229803800582886,0.4234551787376404,4.739074026525243e-05,0.10356125831333517,0.020689210940641557,0.003125,0.9020833333333333
CENTER,0.4368477463722229,0.4878113567829132,0.5530577898025513,0.4896329641342163,0.49364506602287295,0.5613705158233643,0.2650619149208069,0.4274977445602417,0.002890937060729242,0.02322920288858878,0.009898771736267532,0.25,0.7125
LEFT,0.373394638299942,0.4992978870868683,0.4765162467956543,0.49775806069374084,0.42790626287460326,0.5705498337745667,0.23404139280319214,0.41995954513549805,-0.42843766927972377,0.033747994536282286,0.0049386230960487216,0.25,0.7125
RIGHT,0.5010107159614563,0.5001682043075562,0.6070209741592407,0.5090567469596863,0.5487654447555542,0.5755944848060608,0.24811488389968872,0.41971081495285034,0.29247441009715625,0.03938058495118779,0.06988715071886677,0.25,0.7125
UP,0.4409998953342438,0.4540500044822693,0.5547372102737427,0.459009051322937,0.49811358451843263,0.5275571405887604,0.25728172063827515,0.3990255296230316,0.0078546803627315,-0.041105192106250805,0.038027814041435556,0.25,0.7125
DOWN,0.42895588278770447,0.5577626824378967,0.5501624941825867,0.5583364963531494,0.4905818283557892,0.6239224076271057,0.2715509235858917,0.4238641858100891,-0.005091619742755964,0.11717239741306078,0.0005285468948682294,0.25,0.7125
CENTER,0.44936543703079224,0.4917573630809784,0.5662479400634766,0.49728286266326904,0.5011262536048889,0.5685691833496094,0.2680210471153259,0.4385359287261963,0.015004846944845792,0.03673873367428655,0.03506121992593635,0.6921875,0.2791666666666667
LEFT,0.38285237550735474,0.49232617020606995,0.4962029457092285,0.48895999789237976,0.4370826244354248,0.5665194392204285,0.243535578250885,0.4342479705810547,-0.35440247547082626,0.036854166758172976,0.018459404113585206,0.6921875,0.2791666666666667
RIGHT,0.5205861926078796,0.4909130930900574,0.6210989356040955,0.5024694800376892,0.5664727926254273,0.5684024333953858,0.23989170789718628,0.4203120470046997,0.3705257390896001,0.023813663324383203,0.09765195383584936,0.6921875,0.2791666666666667
UP,0.45585140585899353,0.44717082381248474,0.5667692422866821,0.4558241069316864,0.5096606314182281,0.5225569784641266,0.25549206137657166,0.39674612879753113,0.051590472805498166,-0.04639055612840506,0.06942998603359105,0.6921875,0.2791666666666667
DOWN,0.4520723223686218,0.5475171804428101,0.5714372396469116,0.5525909662246704,0.5053622961044312,0.6191814601421356,0.27085641026496887,0.4302656352519989,0.027919499434060854,0.11298894898699682,0.03301323714389877,0.6921875,0.2791666666666667
CENTER,0.4349762797355652,0.4891858696937561,0.5515046715736389,0.49112406373023987,0.4948724567890167,0.5625685274600982,0.26408594846725464,0.42871174216270447,-0.006276538286793269,0.020830571520868806,0.006804022097096291,0.090625,0.94375
LEFT,0.36236050724983215,0.5054890513420105,0.46444907784461975,0.49874594807624817,0.42260154485702517,0.5722008347511292,0.22924187779426575,0.4211169481277466,-0.4431065533501272,0.035142395724377475,0.061255388892863714,0.090625,0.94375
RIGHT,0.48870667815208435,0.506697952747345,0.6007949113845825,0.5127711892127991,0.5403948307037354,0.578752189874649,0.2538960576057434,0.42762479186058044,0.24716838327109453,0.05862824434285264,0.046884345907713586,0.090625,0.94375
UP,0.42863398790359497,0.4630542993545532,0.5442034602165222,0.4615657925605774,0.48981459736824035,0.5332443416118622,0.2602232098579407,0.40105190873146057,-0.024349944718301552,-0.026338239032585774,0.01751393160321773,0.090625,0.94375
DOWN,0.4242251515388489,0.5743409395217896,0.5514765977859497,0.5766754746437073,0.4913253426551819,0.6402735531330108,0.2776087522506714,0.42870959639549255,-0.017418779422961064,0.11407502912560886,0.00425597866725202,0.090625,0.94375
CENTER,0.43791040778160095,0.4823691248893738,0.5525832176208496,0.48667988181114197,0.49517268538475034,0.5592044591903687,0.26300516724586487,0.4256989359855652,0.005042895804176073,-0.001860042007588025,0.031049258931552755,0.3234375,0.5229166666666667
LEFT,0.3785417079925537,0.4961602985858917,0.48598185181617737,0.4914529621601105,0.4329347193241119,0.5673339545726777,0.23512494564056396,0.4214685261249542,-0.3639229130827821,0.021701140358066112,0.03955682336867834,0.3234375,0.5229166666666667
RIGHT,0.4885914921760559,0.5006794333457947,0.5993050336837769,0.5098410844802856,0.540915435552597,0.5775145769119263,0.2541215121746063,0.4295698404312134,0.2505373287347118,0.03520944816598783,0.07491487928409622,0.3234375,0.5229166666666667
UP,0.44649091362953186,0.44960272312164307,0.5573243498802185,0.45547768473625183,0.5027132034301758,0.5224414765834808,0.25213414430618286,0.3888382017612457,0.033364270282396975,-0.05600887390403108,0.04435933444241872,0.3234375,0.5229166666666667
DOWN,0.4356473982334137,0.5524929165840149,0.5554367303848267,0.552791953086853,0.49622164368629457,0.621040815114975,0.2694401741027832,0.4307737648487091,-0.004929148740746509,0.12661241040684654,0.004686137843223281,0.3234375,0.5229166666666667
CENTER,0.44286102056503296,0.48770517110824585,0.5601761341094971,0.4905550181865692,0.501364004611969,0.5633642435073852,0.26863276958465576,0.4352443218231201,0.014331104903359508,0.02667378599400618,0.0186692122903881,0.4140625,0.32708333333333334
LEFT,0.3722729980945587,0.4936128258705139,0.4761485457420349,0.49355098605155945,0.4241496086120605,0.5673284292221069,0.2338000237941742,0.4242974519729614,-0.4457675544010237,0.034035116800800166,0.012033343734952484,0.4140625,0.32708333333333334
RIGHT,0.5202382802963257,0.5020762085914612,0.6212738156318665,0.513164222240448,0.5672545194625854,0.5774405598640442,0.24020105600357056,0.4164440631866455,0.3862074912435901,0.032882424100858024,0.09399763252674999,0.4140625,0.32708333333333334
UP,0.4632408618927002,0.449582040309906,0.5753139853477478,0.46079960465431213,0.5205403625965118,0.5272841095924378,0.2535873353481293,0.39836621284484863,0.08567367483219784,-0.058982032702743305,0.09117604546269573,0.4140625,0.32708333333333334
DOWN,0.4465292990207672,0.5644466876983643,0.5677014589309692,0.5686662793159485,0.5043317675590515,0.6351438164710999,0.27301642298698425,0.43048834800720215,0.004524386275557093,0.12534330712411781,0.025417323528595485,0.4140625,0.32708333333333334
CENTER,0.44249358773231506,0.48082682490348816,0.5586411952972412,0.4834321141242981,0.4989782154560089,0.5575439929962158,0.2683088779449463,0.4297707676887512,-0.007055574660400277,0.01187493212888072,0.02022665533982353,0.5640625,0.0625
LEFT,0.36922594904899597,0.4875880777835846,0.47511109709739685,0.4800889790058136,0.42199631929397585,0.5586236536502838,0.22793012857437134,0.42204979062080383,-0.45239960010805347,0.010942270037773165,0.0615242070696778,0.5640625,0.0625
RIGHT,0.5314794778823853,0.4951445460319519,0.6326926946640015,0.5070551633834839,0.5801456570625305,0.5729793846607208,0.23901551961898804,0.42560335993766785,0.43556732331425196,0.021225129069436133,0.11720581830945563,0.5640625,0.0625
UP,0.45584994554519653,0.43761736154556274,0.5659611821174622,0.44414234161376953,0.511503028869629,0.512426221370697,0.2539277672767639,0.38256481289863586,0.030044943888797734,-0.07996626091738988,0.054077711044317585,0.5640625,0.0625
DOWN,0.4551624655723572,0.5589648485183716,0.577004611492157,0.5650156736373901,0.5100250959396362,0.6318431794643402,0.2732177972793579,0.43078693747520447,0.0115475385888756,0.12763165841462748,0.04181733345749819,0.5640625,0.0625
CENTER,0.4481438100337982,0.48456859588623047,0.5649117231369019,0.4894268214702606,0.5055426716804504,0.5612039387226104,0.2671051025390625,0.43054720759391785,0.01275193694658669,0.010161823749216693,0.03515844871396414,0.2859375,0.825
LEFT,0.36455655097961426,0.5040606260299683,0.4677664637565613,0.49851760268211365,0.42305593490600585,0.5730424165725708,0.23017343878746033,0.42035162448883057,-0.4346975446759491,0.02695222713627978,0.04956642554876292,0.2859375,0.825
RIGHT,0.5066688060760498,0.5102789998054504,0.6162065863609314,0.5194137096405029,0.5558887600898743,0.584470534324646,0.25479286909103394,0.4199913740158081,0.2547289117520115,0.04419278468117814,0.06939397959822528,0.2859375,0.825
UP,0.45319437980651855,0.4611734449863434,0.56803959608078,0.4668670892715454,0.5114164888858795,0.5347577452659606,0.2594638764858246,0.39998388290405273,-0.006109752367374698,-0.041509453081505485,0.0404374671115789,0.2859375,0.825
DOWN,0.4519665837287903,0.5585727095603943,0.5741392374038696,0.5652325749397278,0.5127550840377808,0.6298634052276612,0.271412193775177,0.43158191442489624,0.0056803046244669805,0.10643583123997082,0.043690807178932436,0.2859375,0.825
CENTER,0.4563733637332916,0.5134719610214233,0.5750685930252075,0.5188652276992798,0.5126766383647918,0.586067533493042,0.2704732120037079,0.43477529287338257,0.018120449668478304,0.06104277863361885,0.03756795872766605,0.5859375,0.5583333333333333
LEFT,0.357934832572937,0.5198881030082703,0.46159809827804565,0.5211988687515259,0.4198390364646912,0.5935657739639282,0.22840917110443115,0.42130815982818604,-0.5213693904338909,0.05511533197573757,0.023412378682538343,0.5859375,0.5583333333333333
RIGHT,0.521113932132721,0.5217352509498596,0.6254563331604004,0.5310742259025574,0.5674544334411621,0.5935734927654266,0.2425430417060852,0.4205087721347809,0.35643678593098344,0.06795159835273491,0.07800261612643575,0.5859375,0.5583333333333333
UP,0.46444806456565857,0.45059022307395935,0.5738534331321716,0.4640515446662903,0.5178368330001831,0.5265504419803619,0.251620888710022,0.3869742453098297,0.06982639811744551,-0.05745111111915477,0.11502183746822295,0.5859375,0.5583333333333333
DOWN,0.44966572523117065,0.5800942778587341,0.575945258140564,0.5857616066932678,0.5102994084358216,0.6505532503128052,0.2745140790939331,0.4287044405937195,0.011827603981429492,0.13104272845464568,0.03552015870071058,0.5859375,0.5583333333333333
CENTER,0.43371254205703735,0.49627119302749634,0.5534052848815918,0.49577370285987854,0.4950099468231201,0.5715505540370941,0.27253633737564087,0.43557867407798767,-0.021228015653045305,0.03464460393162235,0.010493861559751244,0.3140625,0.020833333333333332
LEFT,0.3552168607711792,0.5022996664047241,0.4505550265312195,0.502635657787323,0.4114429116249084,0.5764940798282623,0.21647000312805176,0.4171750247478485,-0.5937856920218384,0.02481095430934734,0.014258035087299073,0.3140625,0.020833333333333332
RIGHT,0.5170992612838745,0.512704074382782,0.6226178407669067,0.5231485962867737,0.5637264013290405,0.5885111510753631,0.25205427408218384,0.4237200915813446,0.2908682172045813,0.04980454978366031,0.0795371224062533,0.3140625,0.020833333333333332
UP,0.4562358260154724,0.46202120184898376,0.5691191554069519,0.4686964452266693,0.5109327495098114,0.5373124957084656,0.25933584570884705,0.40432602167129517,0.005798008634239066,-0.032427159276269574,0.05196928705664099,0.3140625,0.020833333333333332
DOWN,0.45093780755996704,0.55366450548172,0.5733376145362854,0.5591024160385132,0.5087375521659852,0.626484340429306,0.2716022729873657,0.4329642951488495,-0.000860046568482223,0.11422083111833799,0.03751745820517498,0.3140625,0.020833333333333332
CENTER,0.445506751537323,0.4952000081539154,0.5639750957489014,0.4989081919193268,0.5040482580661774,0.5699135184288024,0.2688305079936981,0.4328916072845459,0.0002870697764137175,0.02894908736621396,0.024046118242858225,0.525,0.6895833333333333
LEFT,0.3524562120437622,0.5110239386558533,0.44742482900619507,0.5059192776679993,0.4125190496444702,0.5793882668018341,0.21206462383270264,0.41198793053627014,-0.6189732630962372,0.03071917353134808,0.04269814596774951,0.525,0.6895833333333333
RIGHT,0.5156046152114868,0.5204064249992371,0.6219269037246704,0.5273633599281311,0.5643122434616089,0.5931475460529327,0.24858689308166504,0.42800983786582947,0.3116806326961422,0.05751364382322421,0.04593625131882056,0.525,0.6895833333333333
UP,0.441643089056015,0.45697396993637085,0.5555185079574585,0.46023494005203247,0.4967630922794342,0.529691195487976,0.2626100182533264,0.39556699991226196,-0.031182072078922072,-0.04124447582638654,0.022233536165621865,0.525,0.6895833333333333
DOWN,0.45156583189964294,0.606598436832428,0.5779557824134827,0.6107520461082458,0.5103381156921387,0.6728033542633056,0.27374279499053955,0.4102674126625061,0.002776397550690866,0.1575145518509344,0.023772572734704858,0.525,0.6895833333333333
CENTER,0.44550666213035583,0.4880746901035309,0.5630404949188232,0.4922906160354614,0.502892941236496,0.5631347596645355,0.26822537183761597,0.43142738938331604,-0.002384293595106748,0.01935553149937957,0.028904775988927267,0.4359375,0.7104166666666667
LEFT,0.34666112065315247,0.5234895944595337,0.4431969225406647,0.520329475402832,0.4079746723175049,0.5940793454647064,0.21421784162521362,0.41679027676582336,-0.6174334908467746,0.04799776706181645,0.021886050032360417,0.4359375,0.7104166666666667
RIGHT,0.5469570755958557,0.5157288312911987,0.646070122718811,0.531360387802124,0.5913211762905121,0.5922163188457489,0.2348458468914032,0.4164790213108063,0.41834463413560125,0.0468904307686517,0.1449633356464273,0.4359375,0.7104166666666667
UP,0.4590950608253479,0.4558846056461334,0.5696122646331787,0.4633358120918274,0.514046710729599,0.5283225178718567,0.2545394003391266,0.390136182308197,0.03171770036617814,-0.0491623963642247,0.061143568637383745,0.4359375,0.7104166666666667
DOWN,0.4488636553287506,0.6263088583946228,0.5783196687698364,0.6301230192184448,0.511387026309967,0.6867975473403931,0.27458876371383667,0.3972228169441223,0.003224665090023845,0.19348016361225415,0.023972810858218892,0.4359375,0.7104166666666667
CENTER,0.45458778738975525,0.4844466745853424,0.57191002368927,0.490681916475296,0.5104912579059601,0.5629662811756134,0.27119508385658264,0.43277475237846375,0.003213533224971942,0.025325567015718958,0.05061983570770764,0.6859375,0.2604166666666667
