head_condition:,leftdx,leftdy,rightdx,rightdy,face_center_x,face_center_y,face_width,face_height,face_yaw,face_pitch,face_roll,dot_x,dot_y
UP,0.44081440567970276,0.4386255443096161,0.5522795915603638,0.4462416470050812,0.4927410662174225,0.5148343205451965,0.2530079782009125,0.39580845832824707,0.01338947850996385,-0.0486558069465184,0.060196484680207656,0.8125,0.23125
DOWN,0.4305780827999115,0.5738710165023804,0.5559045076370239,0.573689877986908,0.48558122515678404,0.641925722360611,0.27226027846336365,0.417160302400589,-0.01751560581154544,0.1477544649334667,0.012156833905992497,0.8125,0.23125
CENTER,0.43956273794174194,0.4857127368450165,0.5563145875930786,0.48936688899993896,0.4919384002685547,0.5610365152359009,0.26512256264686584,0.42944252490997314,0.011269793504680792,0.04248874022359938,0.02026823230249713,0.7640625,0.23125
LEFT,0.37420654296875,0.479147732257843,0.4846669137477875,0.46888208389282227,0.428512966632843,0.5485949337482452,0.2331802248954773,0.41550031304359436,-0.3551385887173562,0.009299787969726027,0.08630209388421839,0.7640625,0.23125
RIGHT,0.5073509812355042,0.4793766438961029,0.6085167527198792,0.4953012764453888,0.5528499841690063,0.5588210105895997,0.23754072189331055,0.40978509187698364,0.34586648038076195,0.017839353383893912,0.14873666080720024,0.7640625,0.23125
UP,0.4497305750846863,0.43442991375923157,0.5576974153518677,0.44445526599884033,0.5017769396305084,0.5092391312122345,0.24810931086540222,0.38290563225746155,0.05824165449173572,-0.06021346523683002,0.08437269821212774,0.7640625,0.23125
DOWN,0.4347948133945465,0.5753459334373474,0.5584903359413147,0.5746870040893555,0.4892671287059784,0.6430615603923797,0.27012377977371216,0.4112255275249481,0.00043987930073864856,0.14217213265935372,0.020909171730730466,0.7640625,0.23125
CENTER,0.4283362925052643,0.47239747643470764,0.5436214208602905,0.47437164187431335,0.48774051666259766,0.5490630865097046,0.26297277212142944,0.42660605907440186,-0.00047054013065874937,0.020045933766292195,0.010298965984456883,0.2765625,0.12291666666666666
LEFT,0.3651684820652008,0.4830920398235321,0.47040271759033203,0.4755308926105499,0.41933338046073915,0.5540098369121551,0.23017168045043945,0.42186102271080017,-0.4123267575434271,0.030054982205613767,0.06046848192163751,0.2765625,0.12291666666666666
RIGHT,0.4737245440483093,0.47959789633750916,0.5822670459747314,0.48359215259552,0.5282579839229584,0.5549627840518951,0.2508409917354584,0.4213816225528717,0.25098810988986703,0.028678277254454116,0.02530619190690614,0.2765625,0.12291666666666666
UP,0.42485690116882324,0.44722694158554077,0.5383334755897522,0.4481666684150696,0.4840438306331635,0.5217558443546295,0.25605934858322144,0.40136417746543884,-0.008380775160307479,-0.03601253442813305,0.0031611402395831517,0.2765625,0.12291666666666666
DOWN,0.42232567071914673,0.5507263541221619,0.5434733033180237,0.5507490038871765,0.4836502313613892,0.6202487766742706,0.27305716276168823,0.4241708219051361,-0.010711310003909508,0.11292720039632367,0.008292092373557117,0.2765625,0.12291666666666666
CENTER,0.43937239050865173,0.4999086260795593,0.5559777617454529,0.5033186078071594,0.48981688022613523,0.5741200089454651,0.2623384892940521,0.43084412813186646,0.0025951935441031813,0.045950847805831606,0.014206686633232045,0.9234375,0.8145833333333333
LEFT,0.3904402256011963,0.49872854351997375,0.5063350796699524,0.49791377782821655,0.44853057265281676,0.5706681072711944,0.2506236433982849,0.42572519183158875,-0.22736206310599374,0.047794965154627236,0.0069556863686117115,0.9234375,0.8145833333333333
RIGHT,0.4781094491481781,0.49960556626319885,0.5883582830429077,0.5081336498260498,0.5246391057968139,0.5727724492549896,0.258455753326416,0.4240244925022125,0.17579300433009054,0.047836465828655965,0.05581498271191467,0.9234375,0.8145833333333333
UP,0.4536159634590149,0.438194215297699,0.5617591142654419,0.45041897892951965,0.5051746129989624,0.5133012235164642,0.2487463355064392,0.3812103867530823,0.04027859681290767,-0.055165941720691676,0.10542013811911838,0.9234375,0.8145833333333333
DOWN,0.4452126920223236,0.568448007106781,0.5675963759422302,0.5685819387435913,0.49731544256210325,0.6328797817230225,0.26855406165122986,0.41304439306259155,0.03614771163684574,0.1226242417639347,0.012732653732117063,0.9234375,0.8145833333333333
CENTER,0.41270262002944946,0.49042004346847534,0.5293064117431641,0.4890917241573334,0.47190558910369873,0.5646741271018982,0.2619059383869171,0.4290279746055603,-0.06868630950586048,0.04541807014411852,0.01495369781010944,0.3234375,0.25416666666666665
LEFT,0.36831551790237427,0.4904939830303192,0.4760248064994812,0.4855033755302429,0.424417108297348,0.5621661126613617,0.23490813374519348,0.4238711893558502,-0.3827354108473906,0.036193721090784295,0.03523174457386756,0.3234375,0.25416666666666665
RIGHT,0.517167866230011,0.4829659163951874,0.6173722743988037,0.5046511888504028,0.5625128209590912,0.5650425374507904,0.23409870266914368,0.4147874414920807,0.3809547846232404,0.01582462857156406,0.20248868766568115,0.3234375,0.25416666666666665
UP,0.4534563422203064,0.4370671510696411,0.5643165111541748,0.4515654146671295,0.5068847298622131,0.5176867306232452,0.2521524429321289,0.39727783203125,0.02851090767432801,-0.05029491917441235,0.1187713458049763,0.3234375,0.25416666666666665
DOWN,0.4399409890174866,0.5492725968360901,0.5604228377342224,0.5550529360771179,0.4980896234512329,0.6212445378303528,0.26907122135162354,0.4287225008010864,0.00588069023845737,0.1247175983661371,0.038157670414712054,0.3234375,0.25416666666666665
CENTER,0.45171648263931274,0.48147183656692505,0.5670591592788696,0.48900339007377625,0.4995651662349701,0.5577851593494415,0.2610267102718353,0.42947718501091003,0.018547421318217072,0.02842518869272437,0.05311133392623226,0.9890625,0.5166666666666667
LEFT,0.36829036474227905,0.4938821792602539,0.4794100821018219,0.4892391860485077,0.4218679130077362,0.5647402286529541,0.23274368047714233,0.42391180992126465,-0.38817711370467717,0.0441800266027002,0.03765821037614628,0.9890625,0.5166666666666667
RIGHT,0.5230595469474792,0.4953838288784027,0.621248185634613,0.5116242170333862,0.5643470287322998,0.5726178348064422,0.2353801131248474,0.4141676127910614,0.36690935960616083,0.039942804137162134,0.15410534182912305,0.9890625,0.5166666666666667
UP,0.4482782781124115,0.44071197509765625,0.5598852634429932,0.4499806761741638,0.4978606104850769,0.5156623601913453,0.2512053847312927,0.38824138045310974,0.00860333793092321,-0.05533349059380978,0.07457662830281442,0.9890625,0.5166666666666667
DOWN,0.4427757263183594,0.5671449303627014,0.5672892332077026,0.5684903264045715,0.4948714554309845,0.6336504697799683,0.2724645733833313,0.41498827934265137,0.0077766283098278195,0.12458412018474227,0.0016723293171574827,0.9890625,0.5166666666666667
CENTER,0.4278997480869293,0.46560221910476685,0.5414742231369019,0.46821534633636475,0.4870345413684845,0.541562968492508,0.2580289840698242,0.41510793566703796,-0.024724371033733362,0.0048288387920461555,0.014594818820785898,0.196875,0.1375
LEFT,0.36548125743865967,0.4827427566051483,0.47178906202316284,0.47263941168785095,0.4235746324062347,0.5519327282905578,0.23224321007728577,0.41597509384155273,-0.3890362616003077,0.011522296337648433,0.08671458631104766,0.196875,0.1375
RIGHT,0.46978887915611267,0.48359259963035583,0.5834437012672424,0.4932868778705597,0.5272854685783386,0.5615904986858368,0.257840096950531,0.42334672808647156,0.17195565993094056,0.03003862892347773,0.0739219545773879,0.196875,0.1375
UP,0.4235099256038666,0.4470595419406891,0.5347537398338318,0.4470159709453583,0.480695915222168,0.5194928288459778,0.2537711262702942,0.3921945095062256,-0.04722091670536242,-0.03528182358115555,0.007154005718653383,0.196875,0.1375
DOWN,0.421658456325531,0.5513153672218323,0.5441552400588989,0.5546153783798218,0.48511117696762085,0.6218624949455261,0.2710277736186981,0.42167234420776367,-0.023357953100349972,0.11790860342119458,0.019191692871658457,0.196875,0.1375
CENTER,0.44294315576553345,0.4754676818847656,0.5572997331619263,0.4811515510082245,0.49447656273841856,0.5520904719829559,0.25957024097442627,0.42535778880119324,0.005213822882265493,0.02228890536641472,0.04001252615511851,0.7875,0.2875
LEFT,0.3633546233177185,0.49305808544158936,0.4714783728122711,0.48774296045303345,0.41995505690574647,0.5642939567565918,0.23493224382400513,0.4221693277359009,-0.38170558534814963,0.0372165008712624,0.04091221445031921,0.7875,0.2875
RIGHT,0.5057631731033325,0.4905715882778168,0.610467791557312,0.5046879053115845,0.549573791027069,0.5682593703269958,0.24571073055267334,0.4194696545600891,0.29335921182667524,0.03331700185277994,0.12605769225464486,0.7875,0.2875
UP,0.45585542917251587,0.4389512240886688,0.5656152963638306,0.4523952901363373,0.5067771434783935,0.5160617768764496,0.2521577477455139,0.390901654958725,0.05049739924666204,-0.05203090645564058,0.113925570247438,0.7875,0.2875
DOWN,0.45651546120643616,0.5406235456466675,0.574238121509552,0.5479192733764648,0.505490905046463,0.6127963304519654,0.2652795612812042,0.43096667528152466,0.02884616356815096,0.11352374917034569,0.05409412002095163,0.7875,0.2875
CENTER,0.4326895773410797,0.4846471846103668,0.5484369993209839,0.4878431558609009,0.4932665228843689,0.557578581571579,0.2594375014305115,0.41984233260154724,-0.0022164714326182344,0.025805548735122613,0.013452374551690158,0.1390625,0.9916666666666667
LEFT,0.3689209222793579,0.49902278184890747,0.4753713011741638,0.49017828702926636,0.4298323392868042,0.5646792829036713,0.23286163806915283,0.4161418378353119,-0.34818993695559247,0.033084592631180236,0.08345883941667699,0.1390625,0.9916666666666667
RIGHT,0.49787554144859314,0.49508410692214966,0.6030576825141907,0.5050350427627563,0.545901894569397,0.5686359643936157,0.24634140729904175,0.4119502305984497,0.2697443189723109,0.03699508260147253,0.07887751311629447,0.1390625,0.9916666666666667
UP,0.4392470419406891,0.4500011205673218,0.5492125153541565,0.4525017738342285,0.49711703062057494,0.519329023361206,0.24624258279800415,0.38818496465682983,0.007652740746478379,-0.03234767406205419,0.015616728341683364,0.1390625,0.9916666666666667
DOWN,0.4131581783294678,0.5737696290016174,0.537441611289978,0.5710855722427368,0.47995492815971375,0.6358617782592774,0.2718205749988556,0.4165158271789551,-0.021483622297861424,0.12258470836190623,0.034801576832530184,0.1390625,0.9916666666666667
CENTER,0.4298427999019623,0.46374931931495667,0.5440593361854553,0.4652990698814392,0.48984461426734927,0.5389968276023864,0.25811758637428284,0.4135192632675171,-0.009393904091091676,-0.0019920140703650864,0.005443481396235962,0.2203125,0.20416666666666666
LEFT,0.3585534989833832,0.48656919598579407,0.4616515040397644,0.47009938955307007,0.4162242770195007,0.5518009245395661,0.22460976243019104,0.41174909472465515,-0.43111066676414583,0.004705230679168011,0.14310282106632602,0.2203125,0.20416666666666666
RIGHT,0.4985061585903168,0.4764712154865265,0.6053240299224854,0.4929320216178894,0.5496576070785523,0.5574610888957977,0.24544382095336914,0.4098958671092987,0.2777177682410104,0.014348265205972186,0.1369482229498775,0.2203125,0.20416666666666666
UP,0.4383663535118103,0.4375549554824829,0.5459449291229248,0.4404646158218384,0.49466087222099303,0.5082319676876068,0.24343425035476685,0.3729243278503418,-0.0026109478376033783,-0.0597884772510194,0.018899309836464265,0.2203125,0.20416666666666666
DOWN,0.43453249335289,0.5451128482818604,0.5533460974693298,0.5490127801895142,0.49481784701347353,0.6152202665805817,0.2676515579223633,0.4228009283542633,-0.0018361196922890544,0.11048083629587833,0.02205407658970144,0.2203125,0.20416666666666666
CENTER,0.437635600566864,0.4724232256412506,0.5509650707244873,0.4745851755142212,0.4942046463489532,0.5462705373764039,0.25683650374412537,0.41735130548477173,0.0023546638356937216,0.010050495623174716,0.010467346342901557,0.559375,0.70625
LEFT,0.37236833572387695,0.49107179045677185,0.4797770380973816,0.4805907905101776,0.4299098372459412,0.5577953040599823,0.23094764351844788,0.41328534483909607,-0.367519292345377,0.024898801555140758,0.09253648741045671,0.559375,0.70625
RIGHT,0.4816262125968933,0.4871145188808441,0.5913752913475037,0.49586382508277893,0.5331310510635376,0.5611593425273895,0.25392574071884155,0.4162837564945221,0.19418827947355116,0.036501752377638724,0.06420249417349093,0.559375,0.70625
UP,0.43678969144821167,0.4364146590232849,0.5431872606277466,0.437724232673645,0.49068632125854494,0.5037632882595062,0.24414581060409546,0.36827582120895386,-0.015152876391541488,-0.06675009383128301,0.005149380420966782,0.559375,0.70625
DOWN,0.4362359046936035,0.558175265789032,0.5578582882881165,0.556512713432312,0.494723379611969,0.6224420011043549,0.2685464024543762,0.4141463339328766,0.010310043744691164,0.11728816254804736,0.027023921064957206,0.559375,0.70625
CENTER,0.4536539912223816,0.4612724483013153,0.5654723048210144,0.469247043132782,0.5034663379192352,0.538877809047699,0.25913628935813904,0.42270714044570923,0.0349547467209098,0.002668909053196141,0.06323617669430963,0.828125,0.15
LEFT,0.37919098138809204,0.4733321964740753,0.48997363448143005,0.4692288339138031,0.4325524687767029,0.5465305030345917,0.235135018825531,0.4187711179256439,-0.3639969317432003,0.014520845166186094,0.032918752648549786,0.828125,0.15
RIGHT,0.49229612946510315,0.47480008006095886,0.5972214937210083,0.48609885573387146,0.539192545413971,0.5532175123691558,0.24433833360671997,0.4135965406894684,0.27060495687452324,0.013192429714460956,0.0915943744694699,0.828125,0.15
UP,0.45175105333328247,0.43832409381866455,0.5614504814147949,0.4484701156616211,0.5038473248481751,0.5143284857273102,0.25126558542251587,0.39052528142929077,0.05017450920250492,-0.05167258426414092,0.08457445236958394,0.828125,0.15
DOWN,0.4463682770729065,0.5616458654403687,0.5675977468490601,0.5629265904426575,0.4997632086277008,0.6292277991771698,0.26852694153785706,0.41742143034935,0.014449568597785482,0.1330392974209749,0.0005633439449076328,0.828125,0.15
CENTER,0.44910484552383423,0.48765647411346436,0.5634194612503052,0.4928981363773346,0.5013271033763885,0.56402987241745,0.26016923785209656,0.4317827820777893,0.011962373612959976,0.03523212572747002,0.038154029111394046,0.73125,0.7145833333333333
LEFT,0.3648359477519989,0.49871787428855896,0.466776043176651,0.4969300627708435,0.41772053241729734,0.5699930608272552,0.22641095519065857,0.4180726706981659,-0.4480628835431878,0.050993424597654824,0.01082290876673769,0.73125,0.7145833333333333
RIGHT,0.5181849002838135,0.5072646737098694,0.6174837350845337,0.5167555212974548,0.5607306599617005,0.579745101928711,0.23517698049545288,0.4121711850166321,0.3372915248953585,0.06304774272478213,0.08474630625193884,0.73125,0.7145833333333333
UP,0.44253379106521606,0.43522241711616516,0.5510400533676147,0.4418863356113434,0.4956244707107544,0.505749636888504,0.24857765436172485,0.3702891170978546,0.0008268909690845645,-0.07558354267873528,0.05609698984700976,0.73125,0.7145833333333333
DOWN,0.43120893836021423,0.625474214553833,0.5596768856048584,0.6232925057411194,0.4925329744815826,0.6861435055732727,0.2751678228378296,0.39852142333984375,0.009539482947222493,0.16784528453144443,0.03200836200884027,0.73125,0.7145833333333333
CENTER,0.4419081211090088,0.48619088530540466,0.5574437379837036,0.494763046503067,0.4967520833015442,0.5645517468452453,0.26621052622795105,0.43140077590942383,0.0075263561563599524,0.030584422905385465,0.06369959724370107,0.6796875,0.20625
LEFT,0.5321276783943176,0.4830307960510254,0.624642014503479,0.4993271827697754,0.5741872429847718,0.5601516664028168,0.2188776135444641,0.4045312702655792,0.4835573479020641,0.006953865666525488,0.1694811645372084,0.6796875,0.20625
