,count,mean,std,min,25%,50%,75%,max,range
target_dot_x,5388.0,0.5056375278396437,0.2801797510845268,0.015625,0.265625,0.509375,0.746875,0.984375,0.96875
target_dot_y,5388.0,0.5057562329868844,0.2778176154104878,0.0208333333333333,0.2666666666666666,0.5083333333333333,0.7479166666666667,0.9791666666666666,0.9583333333333334
