,count,mean,std,min,25%,50%,75%,max,range
avg_iris_rel_face_x_norm,5395.0,0.010643683016866603,0.011906158101225446,-0.014963086807602952,0.0007668628343215707,0.010645130920550274,0.020300188273435188,0.03552646416622107,0.05048955097382402
avg_iris_rel_face_y_norm,5395.0,-0.17572226357167559,0.0028703387483996327,-0.18184322138224007,-0.17786269700145912,-0.1757574172877445,-0.17380570986439225,-0.16545695408198666,0.016386267300253415
face_yaw,5395.0,-0.037793350363900524,0.019488450276859276,-0.0776164941279496,-0.05101145724582405,-0.0405756504620336,-0.02746093759237955,0.0553155599271006,0.1329320540550502
face_pitch,5395.0,0.008815530520217644,0.009846798452600095,-0.0197948904960163,0.00045305455672580005,0.0086905014549475,0.01644681904829885,0.038793406327736,0.0585882968237523
face_roll,5395.0,0.0385903712325136,0.018135836494691693,0.000579421368467,0.0288299360143222,0.0344163321664653,0.04269592489546805,0.127394300578281,0.126814879209814
yaw_avg_iris_x_interaction,5395.0,-0.0002966261855448781,0.0004798290683556434,-0.0014839180898113772,-0.0006291911432040907,-0.00028032643739303104,2.516492308427874e-05,0.0011629976414579237,0.002646915731269301
pitch_avg_iris_y_interaction,5395.0,-0.0015379193156054214,0.0017190753861041732,-0.006806421037963368,-0.0028590589628810087,-0.0015373793948266494,-8.001004774041212e-05,0.00350368089418635,0.010310101932149717
roll_avg_iris_x_interaction,5395.0,0.0004920010281969402,0.0006112222042733764,-0.00042473963573894124,2.5035337434718025e-05,0.0003596926501848983,0.0007953587866070739,0.0026475537796404216,0.003072293415379363
roll_avg_iris_y_interaction,5395.0,-0.006781318885753445,0.0031615616603672724,-0.02158917617169178,-0.00756403841274002,-0.006038038104590866,-0.00502562879064878,-0.0001029231222178451,0.021486253049473936
yaw_squared,5395.0,0.0018080666274616938,0.001277541986764795,1.6338570771248536e-08,0.000787679575092642,0.00167213035314222,0.0026045052275012505,0.0060243201607140355,0.006024303822143264
pitch_squared,5395.0,0.00017465504602638134,0.00022535783726004442,1.0430325296664553e-12,1.0807995138112476e-05,7.857110760804787e-05,0.0002716028064416355,0.0015049283745088276,0.001504928373465795
roll_squared,5395.0,0.001818064351782334,0.0019890860958318253,3.3572912223617094e-07,0.0008311652136098463,0.0011844839197924742,0.0018229420215560763,0.016229307819829404,0.01622897209070717
avg_iris_rel_face_x_norm_squared,5395.0,0.0002550183133433388,0.00029188549093093,1.953421373480577e-11,3.207832935036662e-05,0.00012032003953194709,0.00041209766697245485,0.00126212965615379,0.0012621296366195764
avg_iris_rel_face_y_norm_squared,5395.0,0.03088655123215803,0.001006506133260617,0.02737600365408864,0.030208424781466965,0.030890669731658348,0.031635138984748394,0.03306695716267037,0.005690953508581731
