,count,mean,std,min,25%,50%,75%,max,range
avg_iris_rel_face_x_norm,5386.0,0.010650369307052954,0.011914969777717365,-0.014963086807602952,0.0007320351219693469,0.01066462428581711,0.020317795007461194,0.03552646416622107,0.05048955097382402
avg_iris_rel_face_y_norm,5386.0,-0.1757228671018262,0.0028726870409341,-0.18184322138224007,-0.17786605434528768,-0.17576107721032885,-0.17380211353496297,-0.16545695408198666,0.016386267300253415
face_yaw,5386.0,-0.03785731686003241,0.019441730559571754,-0.0776164941279496,-0.0510186733180739,-0.040608391599246396,-0.02749495456258255,0.0553155599271006,0.1329320540550502
face_pitch,5386.0,0.008766724182042775,0.009782257817550329,-0.0197948904960163,0.00045189427821217497,0.008643089764901801,0.01642977142279465,0.036454409663722,0.0562493001597383
face_roll,5386.0,0.03858797632708062,0.018150883647901465,0.000579421368467,0.028811314763653575,0.0343998463343828,0.04270829793906685,0.127394300578281,0.126814879209814
yaw_avg_iris_x_interaction,5386.0,-0.00029712703294100756,0.00048007324003723214,-0.0014839180898113772,-0.0006301645441263527,-0.00028134932009346635,2.5720383772405518e-05,0.0011629976414579237,0.002646915731269301
pitch_avg_iris_y_interaction,5386.0,-0.0015293470713481046,0.001707652376965674,-0.0063559842184258315,-0.0028516302018232816,-0.0015325692480446015,-7.968365277202021e-05,0.00350368089418635,0.009859665112612182
roll_avg_iris_x_interaction,5386.0,0.0004923788595661478,0.0006116624862160022,-0.00042473963573894124,2.409031338424734e-05,0.0003605846415816618,0.0007967593116444836,0.0026475537796404216,0.003072293415379363
roll_avg_iris_y_interaction,5386.0,-0.006780922391170134,0.0031641862988303323,-0.02158917617169178,-0.00756529035279469,-0.006035019602725927,-0.0050237350858679695,-0.0001029231222178451,0.021486253049473936
yaw_squared,5386.0,0.0018110871485872851,0.0012764682598532197,1.6338570771248536e-08,0.0007909109882004836,0.0016757272317650456,0.0026050711274997014,0.0060243201607140355,0.006024303822143264
pitch_squared,5386.0,0.0001725302539847557,0.00021945374354369348,1.0430325296664553e-12,1.0791644951446653e-05,7.816412525280251e-05,0.00027070043561800274,0.001328923983930468,0.0013289239828874354
roll_squared,5386.0,0.0018184253255266038,0.0019907275542509844,3.3572912223617094e-07,0.0008300919029469605,0.0011833494279123928,0.0018239987336905736,0.016229307819829404,0.01622897209070717
avg_iris_rel_face_x_norm_squared,5386.0,0.0002553705127503808,0.0002920019152847694,1.953421373480577e-11,3.200032036548398e-05,0.00012117912408321247,0.0004128127941542793,0.00126212965615379,0.0012621296366195764
avg_iris_rel_face_y_norm_squared,5386.0,0.030886776821139484,0.0010073277676230779,0.02737600365408864,0.03020717466936911,0.030891956262843624,0.03163633328914895,0.03306695716267037,0.005690953508581731
